Target Name,Target No.
SCA HOLDINGS LLC,24480
SCBT Financial Corporation,20505
Scottish Mortgage Investment Trust PLC,8931
SG Australia Limited,3303
Sharp International Finance (UK) Plc,9035
Shell International Finance B.V.,16211
"Sirius International Group, Ltd.",3882
SMBC International Finance N.V.,2743
Software AG,283
TMF HOLDINGS LIMITED,11821
Total Capital International SA,8547
Transamerica Capital III,21460
UFJ International Limited,9217
"US Airways, Inc.",21177
WE SOLUTIONS LIMITED,10256
Zions First National Bank,21458
Seagate Technology International,14722
BBVA International Limited,14720
BCL International Finance Limited,14707
BFF International Ltd.,14854
