Target Name,Target No.
SGA Societe Generale Acceptance N.V.,7364
SGALD AUTOMOTIVE - SOCIEDADE GERAL DE COMERCIO,17068
SGMS ESCROW CORP.,24049
SGS Nederland Holding B.V.,16490
SGSP (AUSTRALIA) ASSETS PTY LTD,3431
SGTP Highway Bypass Limited Partnership,5338
SGX TREASURY I PTE. LTD.,17989
Shaanxi Bicon Pharmaceutical Group Holding Co,6942
"Shaanxi Heavy-Duty Automobile Co., Ltd.",6437
SHAFTESBURY CARNABY PLC,9373
SHAFTESBURY CHINATOWN PLC,9839
"SHANDONG GOLD GROUP CO., LTD.",6380
"Shandong Hongqiao New Material Co., Ltd.",6755
"Shandong Information Industry Service Co., Ltd",7219
"Shandong Lingong Construction Machinery Co.,Lt",6717
Shandong Shanshui Cement Group Ltd.,6595
"Shandong Weiqiao Aluminum and Power Co., Ltd.",6779
"SHANGHAI CIVIL ENGINEERING CO.,LTD OF CREC",7264
Shanghai Commercial & Savings Bank Ltd (Hong K,10661
"Shanghai Fosun High Technology (Group) Co., Lt",6371
Shanghai Haitong Securities Asset Management C,6937
