Target Name,Target No.
SunTrust Preferred Capital I,22220
SUNWAY ISKANDAR SDN. BHD.,15948
SUNWAY TREASURY SUKUK SDN. BHD.,15978
SUNWAY VELOCITY MALL SDN. BHD.,15956
SuperFrio Armazens Gerais S.A.,4542
Superior General Partner Inc.,5302
SuperVia Concessionaria de Transporte Ferrovia,4110
SUPOR GROUP,6781
SURAJKIRAN RENEWABLE RESOURCES PRIVATE LIMITED,11907
"SURGERY CENTER HOLDINGS, INC.",23191
Suria KLCC Sdn Bhd,15975
SURTIDORA DE GAS DEL CARIBE S.A. EMPRESA DE SE,7330
"SUSA Partnership, L.P.",21368
SUSSEX CAPITAL UK PCC LIMITED,9957
Sutton & East Surrey Water PLC,9148
Sutton Bridge Financing Limited,14694
"Suyin Financial Leasing Co.,Ltd",7106
Suzano Trading Limited,14870
Svenska Handelsbanken Delaware Inc,22101
Svenska Volkswagen Finans Ab,17550
Sveriges Saekerstaellda Obligationer AB,17546
SVG Capital plc,8925
SVMK Inc,24735
SWAN HOUSING ASSOCIATION LIMITED,9717
SWAN HOUSING CAPITAL PLC,9718
SWECO AB (publ),17414
Swedbank (New York Branch),22267
Swedbank AB (publ) Luxembourg Branch,15130
Swedbank Hypotek AB,17517
"Swift Services Holdings, Inc.",23126
Swire Pacific MTN Financing (HK) Limited,10616
Swire Pacific MTN Financing Limited,14724
Swire Properties MTN Financing Ltd,10482
Swiss Life Finance I AG,15078
Swiss Prime Site Finance AG,5685
Swiss Re Admin Re Ltd,12483
Swiss Re America Holding Corp,21569
Swiss Re Corporate Solutions Ltd,5635
Swiss Re Europe Holdings S.A.,15124
Swiss Re Finance (Luxembourg) S.A.,15179
SWISS RE FINANCE (UK) PLC,9940
Swiss Re Solutions Holding Corp.,21278
Swiss Re Treasury (US) Corporation,21994
Swiss Reinsurance Capital I LP,12425
Swiss Reinsurance Company UK Ltd,9347
Swisscom Finance B.V.,16470
Swissport Financing S.a r.l.,15215
Swissport International AG,5611
Swissport Investments S.A.,15335
s-Wohnbaubank AG,2852
Sydney Airport Finance Company Pty Limited,3353
Sydney Capital Corporation Inc.,22291
Symantec Corp.,1780
Synergy Resources Corporation,18673
Syngenta Finance AG,5599
Syngenta Finance N.V.,16262
Syngenta Luxembourg Finance (#2) S.c.A.,15125
SYNGENTA WILMINGTON INC.,22394
SYNLAB BONDCO PLC,9734
SYNLAB UNSECURED BONDCO PLC,9738
Synovus Bank,22194
Synta Pharmaceuticals Corp.,18999
Synthos Finance AB,17615
"Sysco Canada, Inc",5426
Systemair Aktiebolag,17403
Systemax Inc,19524
T.F.S. CORPORATION LTD,3204
T.H.E. INSURANCE COMPANY,22483
T.H.F.C. (FUNDING NO. 1) PLC,9227
T.H.F.C. (INDEXED 2) LIMITED,9147
T.H.F.C. (SOCIAL HOUSING FINANCE) LIMITED,9009
TA MFG LIMITED,9726
TABCORP Investments No.4 Pty Ltd,3340
"Tagus Sociedade de Titularizacao de Creditos,",17061
"Tahoe Group Global (Co.,) Limited",25393
Tai Fung Bank Limited,15469
"TAI GUK PHARM. CO., LTD",14295
"Tai Shan Gypsum Co., Ltd.",6881
"Taikang Insurance Group, Inc.",6395
"TAIKANG PENSION & INSURANCE CO., LTD.",7191
"TAIPEI FUBON COMMERCIAL BANK CO., LTD. SINGAPO",17980
"Taipei Fubon Commercial Bank Co.,Ltd.",18446
Taiping & Sinopec Financial Leasing Co. Ltd.,7180
