Target Name,Target No.
KBC Bank NV,9320
KBC Bank NV,22304
KBC Bank NV,3769
KBC Financial Products International Limited,14726
KBC Financial Products International S.A,15343
KBC IFIMA S.A.,15315
KBC Internationale Financieringsmaatschappij N,16204
KBC Investments Cayman Islands Limited,14770
KCA DEUTAG ALPHA LIMITED,9357
KCA DEUTAG UK FINANCE PLC,9652
"KCAP Financial, Inc.",19449
KCP&L Greater Missouri Operations Company,19140
KDB ASIA LIMITED,10386
"KDB Life Insurance Co., Ltd.",14297
"KEANE GROUP, INC.",24439
KEARNY BANK,24465
KEB Capital Inc.,14290
"KEB Card Co., Ltd.",14437
"KEB HANA BANK USA, NATIONAL ASSOCIATION",24901
Keen Bond Investment Limited,25299
"KEIKYU STORE co., ltd.",13722
Kellogg Canada Inc.,5060
Kellogg Europe Company Limited,3878
KENNEDY WILSON EUROPE REAL ESTATE PLC,12472
Kentucky Power Company,21034
Kentucky Utilities Co,21035
Keppel GMTN Pte Ltd,17900
KEPPEL LAND FINANCIAL SERVICES PTE. LTD.,17894
KEPPEL REIT MTN PTE. LTD.,17929
KERING FINANCE S.N.C.,8417
Kern River Funding Corporation,21404
KERRY GROUP FINANCIAL SERVICES,11019
KESAS SDN. BHD.,15802
"KEUKDONG H-PHARM CO., LTD.",14448
KEXIM ASIA LIMITED,10388
KeyBank National Association,21253
KEYBANK NATIONAL ASSOCIATION,22835
KeyCorp Capital III,22450
KeySpan Gas East Corporation,21597
Keystone Investment Trust PLC,8789
KFC HOLDING CO.,24348
KGI ALLIANCE CORPORATION,25232
KGI International (Hong Kong) Limited,10535
KHAZANAH NASIONAL BERHAD,15818
Kilaj Solar (Maharashtra) Private Limited,11948
Killam Properties Inc,4801
Kimanis Power Sdn Berhad,15935
"Kimberly-Clark Worldwide, Inc.",22301
Kimco North Trust III,21988
"Kincaid Generation, L.L.C.",21483
Kinder Morgan Finance Company LLC,23127
"Kinder Morgan Finance Company, ULC",22038
KINDRED ESCROW CORP. II,24067
Kindred Healthcare Operating Inc,21416
KING TALENT MANAGEMENT LIMITED,15009
Kirk Beauty One GmbH,7763
Kirk Beauty SUN GmbH,7852
"KIWOOM CAPITAL CO.,LTD",14559
KKR Group Finance Co IV LLC,24623
KKR GROUP FINANCE CO. II LLC,23531
KKR GROUP FINANCE CO. III LLC,23924
KKR GROUP FINANCE CO. LLC,23076
KKR GROUP FINANCE CO. V LLC,24843
KKR GROUP FINANCE CO. VI LLC,24865
KKR GROUP FINANCE CO. VII LLC,24956
KKR GROUP FINANCE CO. VIII LLC,25055
KKR INDIA FINANCIAL SERVICES PRIVATE LIMITED,11694
KL EAST SDN. BHD.,16016
Klabin Austria GmbH,2915
Klabin Finance S.A,15296
Klockner & Co Financial Services S.A.,15207
KLP BANKEN AS,16566
KLP BOLIGKREDITT AS,16591
KLP KOMMUNEKREDITT AS,16565
Kmart Financing I,2359
KME SE,7829
Knowledge Township Limited,11903
Koc Fiat Kredi Tuketici Finansmani A.S.,18252
KOKSTADFLATEN EIENDOMSINVEST II AS,16620
"KOLON GLOTECH, INC.",14261
Komatsu Capital Europe S.A.,15195
Komatsu Finance America Inc.,21531
KOMMUNALBANKEN AS,16545
