Target Name,Target No.
Novartis Finance S.A.,15201
Novartis Securities Investment Ltd,3869
NOVATEK FINANCE LIMITED,10999
Nove Mesto ONE Industrial Park II SK s.r.o.,18021
Novelis Sheet Ingot GmbH,7853
"NOVO BANCO, S.A.",17075
"NOVO BANCO, S.A.",14949
"Novo Banco, S.A.",15301
NOWFLOATS TECHNOLOGIES PRIVATE LIMITED,11818
NR Finance Mexico S.A. de C.V. Sociedad Financ,15601
"NRF HOLDCO, LLC",24443
"NRFC NNN Holdings, LLC",22502
NRG FIRST POWER HOLDINGS I,9379
NRG PEAKER FINANCE COMPANY LLC,21874
NRG SOUTH CENTRAL GENERATING LLC,21610
NRSS XXXI (B) TRANSMISSION LIMITED,11687
NRW.BANK,7643
"NTL (Delaware), Inc.",21511
NTT FINANCE CORPORATION,13513
NTT FINANCE UK LIMITED,9953
Nuclear Energy Holdings LLC,22226
