Target Name,Target No.
"KOREA-SEVEN CO., LTD.",14349
Koromo S.A.,15305
KOS S.P.A.,12320
KOTAK INFRASTRUCTURE DEBT FUND LIMITED,11810
KOTAK INVESTMENT ADVISORS LIMITED,11547
KOTAK MAHINDRA (INTERNATIONAL) LIMITED,15507
KPNQwest N.V.,16073
Kraftwerk Eglisau-glattfelden AG,5648
Kraftwerke Linth-Limmern AG (KLL),5577
Kraftwerke Vorderrhein AG (KVR),5578
KRATON Polymers LLC,21868
"KRCX NORTH HOLDINGS, LLC",24261
Krungsriayudhya Card Company Limited,18165
KT KIRA SERTIFIKALARI VARLIK KIRALAMA ANONIM S,18278
KT Networks Corporation,14213
KT Rental,14264
KT SUKUK COMPANY LIMITED,14977
KT SUKUK VARLIK KIRALAMA ANONIM SIRKETI,18259
"KT Telecop Co,.Ltd",14369
KT ZMICO Securities Company Limited,18142
KTNetworks Corp.,14268
