Target Name,Target No.
Madrilena Red de Gas Finance B.V.,16350
Madrilena Red de Gas S.A.U.,8102
MAF SUKUK LTD.,14895
MAGACELA SOLAR 1 SA,8156
MAGELLAN SPOLKA AKCYJNA,16951
"MAGIC MERGECO, INC.",25154
Magna International Investments S.A.,15339
Magnesita Finance Ltd.,25249
MAGNOLIA OIL & GAS OPERATING LLC,24690
MAGNUM CORPORATION SDN. BHD.,15715
Magnus Dritte Immobilienbesitz und Verwaltungs,7741
Mahindra Bebanco Developers Limited,11653
MAHINDRA HAPPINEST DEVELOPERS LIMITED,11817
MAHINDRA HOMES PRIVATE LIMITED,11675
Mahindra Integrated Township Limited,11737
MAHINDRA RURAL HOUSING FINANCE LIMITED,11668
MAHINDRA STEEL SERVICE CENTRE LIMITED,11933
Mahindra Vehicle Manufacturers Ltd,11583
MAHINDRA WORLD CITY (JAIPUR) LIMITED,11643
MAHINDRA WORLD CITY DEVELOPERS LIMITED,11718
Mahogany Capital Limited,3336
MAHOPAC BANK,22762
"Maiden Holdings North America, Ltd.",23161
MAIL.RU FINANCE OOO,17296
MAINSOURCE BANK,22095
Mainstreet Capital Trust I,21626
Maithon Power Ltd,11617
Majapahit Holding B.V.,16249
MAJID AL FUTTAIM HOLDING (L.L.C),2702
Malakoff Corporation Berhad,15808
Malakoff Corporation Berhad,15856
MALAKOFF POWER BERHAD,15941
MALAYSIA AIRLINES CAPITAL (L) LIMITED,15799
Malaysia Airports Capital Berhad,15903
MALINA FINANCING 2013-1 PLC,9605
Mallinckrodt International Finance S.A.,15264
Man AP Strategic Ltd,3870
Man Multi-Strategy Series 3 Limited,3872
Man Multi-Strategy Series 4 Limited,3873
Man Multi-Strategy Series 5 Limited,3874
MAN STRATEGIC HOLDINGS LIMITED,9595
MANCHESTER AIRPORT GROUP FUNDING PLC,9629
Mandatum Henkivakuutusosakeyhtio,8214
Manila North Tollways Corp,16901
"MANITOWOC FOODSERVICE, INC.",24284
Mantegna Finance S.r.l.,12179
Manufacturers and Traders Trust Company,21196
MANUFACTURERS BANK,22867
Manulife Bank of Canada,5064
"Manulife Finance (Delaware), L.P.",22260
Maple Leaf Sports and Entertainment Limited,5073
MAPLETREE COMMERCIAL TRUST TREASURY COMPANY PT,17891
Mapletree Greater China Commercial Treasury Co,10530
MAPLETREE INDUSTRIAL TRUST TREASURY COMPANY PT,17880
MAPLETREELOG TREASURY COMPANY PTE. LTD.,17811
MAR SUKUK LIMITED,14997
MARB BONDCO PLC,9817
MAREVALLEY CORPORATION.,16767
Marfrig Holdings (Europe) B.V.,16316
MARFRIG OVERSEAS LIMITED,14787
Mariefjard AB (publ),17683
"MARINA DISTRICT FINANCE COMPANY, INC.",22268
Marine Bank,22668
Maritime Link Financing Trust,5290
Maritimes & Northeast Pipeline L.P.,5027
"Maritimes & Northeast Pipeline, L.L.C.",22704
MARLIN BLUE LLC,24464
MARLIN INTERMEDIATE HOLDINGS PLC,9590
"MARRIOTT OWNERSHIP RESORTS, INC.",22858
Marshall & Ilsley Corp.,1485
"Marston, Thompson & Evershed PLC",9166
MARSTON'S ESTATES LIMITED,9041
Marstons Issuer PLC,9251
MARTLET HOMES LIMITED,9825
MASMOVIL BROADBAND SA,8151
"MASON FINANCE SUB, INC.",24699
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,21413
MASSMUTUAL GLOBAL FUNDING II,21745
"MASSMUTUAL GLOBAL FUNDING, LLC",14709
MassMutual Life Insurance Company,13547
MASTER ASSET VEHICLE II,5187
Mata de Santa Genebra Transmissao SA,4354
"MATCH GROUP HOLDINGS II, LLC",25028
