Target Name,Target No.
URBAMAIS PROPERTIES E PARTICIPACOES S.A.,4449
URBAN LOGISTICS REIT PLC,9775
Urenco Finance N.V.,16238
URENCO LIMITED,9278
"US Ecology, Inc.",19407
"USA Mobility, Inc.",19586
USCL CORPORATION,22420
USCO S.P.A.,12348
USEC Inc.,20664
USF&G Capital I,21345
USF&G Capital III,21462
Usina Termeletrica Pampa Sul S.A.,4524
USS Solucoes Gerenciadas S.A.,4429
UTE Parnaiba Geracao de Energia S.A,4271
UTE Parnaiba II Geracao de Energia S.A.,4286
UTE Parnaiba III Geracao de Energia S.A.,4342
VADODARA BHARUCH TOLLWAY LIMITED,11760
Vakif Finans Factoring Hizmetleri Anonim Sirke,18281
VAKIF YATIRIM MENKUL DEGERLER ANONIM SIRKETI,18272
Valiant Bank AG,5589
VALINS I LIMITED,3922
