Target Name,Target No.
Baggot Securities Limited,11026
BALTIYSKIY LEASING AO,17279
Bamnipal Steel Ltd,11832
BANCA APULIA S.P.A.,12181
BANCA CARIM - CASSA DI RISPARMIO DI RIMINI S.P,12191
Banca Caripe S.p.A.,12229
Banca Cesare Ponti S.p.A.,12278
Banca Comerciala Romana S.A.,17119
Banca del Mezzogiorno - Mediocredito Centrale,12145
Banca del Monte di Lucca SpA,12203
Banca della Campania S.p.A.,12225
BANCA DI CREDITO COOPERATIVO DI PONTASSIEVE -,12243
Banca di Credito Cooperativo Euganea di Ospeda,12249
Banca di Sassari SpA,12252
Banca di Trento e Bolzano SpA,12169
Banca di Valle Camonica SpA,12219
BANCA ESPERIA SPA,12275
Banca IMI SpA,12176
Banca Monte Parma SpA,12200
BANCA NUOVA S.P.A.,12196
Banca OPI SpA,12205
