Target Name,Target No.
Medco Strait Services Pte Ltd,17939
MedicX Fund Limited,9986
Mediocredito Italiano S.p.A.,12147
Mediocredito Lombardo SpA,12193
Mediocreval S.p.A.,12256
Medioleasing Spa in Amministrazione Straordina,12274
Medtronic Global Holdings S.C.A.,15314
MEENAKSHI ENERGY LIMITED,11564
Mega Advance Investments Limited,25238
"MegaboxJoongAng, Inc.",14529
Meggitt Aircraft Braking Systems Corporation,21996
MEGLOBAL CANADA ULC,5450
Mei Nian Investment Limited,25411
"Meiji Co., Ltd.",13221
Melancthon Wolfe Wind Inc.,5341
Melosa Builders & Developers Private Limited,11963
MEMBERS EQUITY BANK LIMITED,3390
MENARA ABS BERHAD,15866
Mens Buildcon Private Limited,11964
Merchants Bureau Zhangzhou Development Zone Co,7236
Merck Financial Services GmbH,7676
