Target Name,Target No.
OFFENTLIG BYGG KONGSVINGER AS,16614
"Office Depot de MEXICO, S.A. de C.V.",15658
Office Depot Inc,1585
OFFICINE MACCAFERRI - S.P.A.,12321
Offshore Group Investment Limited,14867
OFIR OPTRONIKA BE`AM,11145
OGUCHI BOOK BINDING & PRINTING CO. LTD.,13648
OGX Austria GmbH,2901
OGX Maranhao Petroleo e Gas Ltda,4272
Ohio Power Company,20909
"OHL Mexico, S.A.B. de C.V.",15630
OHL OPERACIONES SA,8174
Oi Brasil Holdings Cooperatief U.A.,16390
OI European Group B.V.,16254
Oi Movel S.A. - Em Recuperacao Judicial,4460
"OIL CASUALTY INSURANCE, LTD.",3875
OIL INDIA INTERNATIONAL PTE. LTD.,17947
OIL INSURANCE LIMITED,3871
"OJSC ""MTS Bank""",17169
Oklahoma Gas and Electric Company,20910
OLD CARCO LLC,21108
Old Carco LLC,22388
Old Mutual Life Assurance Company (South Afric,25572
"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOC",23481
Oleoducto Central S.A.(Ocensa),7310
Oliver Capital S.A R.L.,15406
Olivetti Finance N.V.,16199
OLSA S.P.A.,12340
OM Asset Management PLC,9687
Oman Electricity Transmission Company S.A.O.C,16739
Omega Energia e Implantacao 2 S.A.,4424
OMEGA PHARMA INVEST N.V.,3788
OMGRID FUNDING LIMITED,15002
OMNICOM CAPITAL HOLDINGS PLC,9969
OMNICOM FINANCE HOLDINGS PLC,9921
OMNICOM FINANCE LIMITED,9308
"OMX Timber Finance Investments I, LLC",21956
"On Assignment, Inc.",18635
ONCOR ELECTRIC DELIVERY COMPANY LLC,21738
"OneBeacon U.S. Holdings, Inc.",21809
"Onemain Financial, Inc.",21248
ONESAVINGS BANK PLC,9484
Onesteel Limited,579
ONGC MANGALORE PETROCHEMICALS LIMITED,11579
ONGC Videsh Limited,11552
ONGC VIDESH VANKORNEFT PTE. LTD.,17942
Ontario Power Generation Inc.,5108
Ontex IV S.A.,15222
"OOO ""Rusfinans Bank""",17229
OOO ''VTB-Lizing Finans'',17237
OOREDOO TAMWEEL LIMITED,14929
OP Osuuskunta,8210
OP-Asuntoluottopankki Oyj,8205
"Open Bank, S.A.",8061
"OPEN TEXT HOLDINGS, INC.",24949
OP-Henkivakuutus Oy,8207
Ophthotech Corp,23711
OPTIVO,9931
OPTIVO FINANCE PLC,9517
Optus Finance Pty Ltd,3279
OPUSALPHA FUNDING LIMITED,10942
"Orange and Rockland Utilities, Inc.",21085
"Orange Savings Bank, ssb",23474
ORANO S.A.,8632
ORAZUL ENERGY PERU S.A.,16839
ORBIT GROUP LIMITED,9722
ORBITA FUNDING 2017-1 PLC,9847
Orbite Aluminae Inc.,4618
OrCal Geothermal Inc.,22049
ORCHESTRA BORROWER LLC,24513
"Organizacion de Proyectos de Infraestructura,",15667
ORGANON FINANCE 1 LLC,25153
Orica Finance Limited,3281
Orient Hongsheng Limited,10541
ORIENT HUIZHI LIMITED,25394
Orient International Investment Products Limit,10609
ORIENT ZHIHUI LIMITED,10562
Oriental Bank & Trust,22227
Oriental Bank and Trust,17023
ORIGIN BANK,23000
Origin Energy Contact Finance No. 2 Limited,16693
Origin Energy Finance Limited,3518
ORITANI BANK,23232
