Target Name,Target No.
Epistar Corporation,18380
Equa bank a.s.,7411
EQUATE Petrochemical B.V.,16425
EQUATE PETROCHEMICAL CO. K.S.C.C,14643
EQUATE Sukuk SPC Limited,2730
Equatorial Transmissao S.A.,4533
EQUATORIAL TRANSMISSORA 1 SPE S.A.,4479
EQUATORIAL TRANSMISSORA 2 SPE S.A.,4480
EQUATORIAL TRANSMISSORA 3 SPE S.A.,4481
EQUATORIAL TRANSMISSORA 5 SPE S.A.,4489
EQUATORIAL TRANSMISSORA 7 SPE S.A.,4446
EQUATORIAL TRANSMISSORA 8 SPE S.A.,4490
EQUINITI NEWCO 2 LIMITED,9583
"Equinix, Inc.",19991
EQUINOX BUSINESS PARKS PRIVATE LIMITED,11825
"Equistar Chemicals, LP",21418
Equitable Group Inc.,4776
Equitable of Iowa Companies Capital Trust II,21487
Equity Release Funding (No.1) PLC,9094
EQUITY RELEASE FUNDING (NO.3) PLC,9186
ERAC Canada Finance Ltd,5048
ERAC USA FINANCE LLC,21289
ERB RECOVERY DESIGNATED ACTIVITY COMPANY,11087
Erdoel-Lagergesellschaft m.b.H.,2849
ERGO Versicherung Aktiengesellschaft,2904
ERP Operating Limited Partnership,21265
Erste & Steiermrkische Bank d.d.,10666
Erste Abwicklungsanstalt,7687
Erste Bank Befektetesi Magyarorszag Rt,10681
Erste Bank der Oesterreichischen Sparkassen AG,2885
Erste Bank Hungary Rt,10677
Erste Capital Finance (Jersey) Tier 1 PC,12433
Erste Europaische Pfandbrief-und Kommunalkredi,15114
ERSTE FINANCE (DELAWARE) LLC,22413
ERSTE FINANCE (JERSEY) (4) LIMITED,12432
ERSTE FINANCE (JERSEY) (6) LIMITED,12417
ERSTE Jelzalogbank Zartkoruen Mukodo Reszvenyt,10692
Escorts Heart and Super Speciality Hospital Li,11673
Espirito Santo Bank,22795
Espirito Santo Investment PLC,10923
"Espirito Santo, plc.",10975
ESR-MTN PTE. LTD.,17881
ESSAR POWER LIMITED,11523
ESSENCE GLOBAL INVESTMENT LIMITED,10600
"ESSENCE SECURITIES Co., Ltd.",6422
"Essex Portfolio, L.P.",22024
Estacio Participacoes S.A.,4035
ESTATE SKY LIMITED,25267
ETAP - Empresa Transmissora Agreste Potiguar S,4432
ETB - Empresa de Transmissao Baiana S.A.,4478
ETC - EMPRESA TRANSMISSORA CAPIXABA S.A.,4433
"Ethan Allen Global, Inc.",22018
ETHIAS N.V.,3782
Etiqa Insurance Berhad,15887
ETIQA TAKAFUL BERHAD,15968
ETP HOLDCO CORPORATION,23520
Etraveli AB,17602
ETSA UTILITIES FINANCE PTY LTD,3280
EURASIA DRILLING COMPANY LIMITED,7382
Eureka Investment Company Limited,10481
EURO BANK SPOLKA AKCYJNA,16998
EURO SECURED NOTES ISSUER SAS,8598
EUROCASTLE CDO III PUBLIC LIMITED COMPANY,10947
EUROCHEM FINANCE DESIGNATED ACTIVITY COMPANY,11070
EUROCHEM GLOBAL INVESTMENTS DESIGNATED ACTIVIT,11014
EuroChem Group AG,5644
EURO-DM SECURITIES LIMITED,12386
Eurofima Europaeische Gesellschaft fuer die Fi,5564
EUROFINS ADVINUS LIMITED,11626
Eurogrid GmbH,7696
EUROHOME UK MORTGAGES 2007 - 1 PLC,9340
EUROHOME UK MORTGAGES 2007-2 PLC,9342
Eurohypo 2000-1,7644
Eurohypo Capital Funding Trust II,21983
EURONAV LUXEMBOURG S.A.,15362
Europcar Groupe S.A.,8468
European Bank for Reconstruction and Developme,9366
Eurotunnel Finance Limited,8984
EUROVITA ASSICURAZIONI S.p.A.,12306
Eutelsat S.A.,8404
Ever Sunshine Lifestyle Services Group Ltd,7131
EverBank,22346
"Everbright Financial Leasing Co., Ltd.",6901
