Target Name,Target No.
WPP FINANCE 2017,9819
WPP Finance Deutschland GmbH,7729
WPP Finance S.A.,8490
WPP Group Finance 2010,23304
WPP Group PLC,2012
WR Berkley Capital Trust II,22697
WRSS XXI (A) TRANSCO LIMITED,12018
Wu Ling Power Corporation,6418
Wuestenrot Bank AG Pfandbriefbank,7596
Wuestenrot Bausparkasse Aktiengesellschaft,7655
"Wuhu Xinxing Ductile Iron Pipes Co., Ltd.",6930
Wustenrot hypotecni banka a.s.,7403
Wyndham Worldwide Corp.,20737
"Wynn Las Vegas, LLC",21938
"Wynn Resorts Finance, LLC",24059
X5 Finance B.V.,16435
X5 FINANS OOO,17235
XELO II PUBLIC LIMITED COMPANY,10948
XELO III PUBLIC LIMITED COMPANY,10946
XELO V PUBLIC LIMITED COMPANY,10960
XELO VI LIMITED,10984
XELO VII LIMITED,10982
Xenith Bank,22753
Xenon Capital PLC,10929
Xerox Capital Trust I,21448
Xerox Corp.,456
XHR LP,25053
Xiamen Airlines Company Limited,6478
Xiamen Yuzhou Hongtu Real Estate Development C,6934
"Xiamen Zhongjun Group Co., Ltd.",6931
"Xi'an Construction Engineering Group Co., Ltd.",6905
"Xianyang Financial Holding Group Co., Ltd.",7153
Xiaomi Best Time International Limited,10625
Xinao (China) Gas Investment Company Limited,6431
Xing AG,7579
Xing SE,7801
XINGTAO ASSETS LIMITED,25319
Xinhu (BVI) 2018 Holding Company Limited,7142
Xinhu (BVI) Holding Company Limited,25368
"Xinhu (Oversea) 2017 Investment Co., Ltd.",7214
"Xinjiang Changyuan Water Group Co., Ltd.",6871
"Xinjiang Fulida Fiber Co., Ltd.",6945
XL Capital Limited,1910
XTRA Finance Corporation,22451
Xylem International S.a.r.l.,15390
YA BANK AS,16583
YADKIN BANK,23610
Yahoo Inc,692
"YALONG RIVER HYDROPOWER DEVELOPMENT COMPANY, L",6454
YAMAL SPG OAO,17274
"Yancoal International Trading Co., Ltd.",10520
YANCOAL SCN LIMITED,3600
YANGO JUSTICE INTERNATIONAL LIMITED,10588
