Target Name,Target No.
HUTCHISON WHAMPOA EUROPE FINANCE (13) LIMITED,14924
Hutchison Whampoa Finance (06) Limited,14783
Hutchison Whampoa Finance (09) Limited,14844
HUTCHISON WHAMPOA FINANCE (14) LIMITED,14954
Hutchison Whampoa Finance (CI) Limited,14660
Hutchison Whampoa Finance UK PLC,9305
Hutchison Whampoa Finance(05) Limited,14765
Hutchison Whampoa International (03/13) Limite,14743
Hutchison Whampoa International (03/33) Limite,14752
Hutchison Whampoa International (09) Limited,14833
Hutchison Whampoa International (09/16) Limite,14850
Hutchison Whampoa International (09/19) Limite,14852
HUTCHISON WHAMPOA INTERNATIONAL (10) LIMITED,14964
Hutchison Whampoa International (11) Limited,14892
Hutchison Whampoa International (12) Limited,14902
Hutchison Whampoa International (12)(II) Limit,14913
Hutchison Whampoa International (14) Limited,10540
HVB Bank Slovakia a.s.,18012
HVB Capital LLC,23242
HVB FUNDING TRUST,24500
HVB Funding Trust III,21787
HVB Funding Trust VI,23311
HVB Funding Trust VIII,21662
HYDE HOUSING ASSOCIATION LIMITED,9464
Hydrochina Corporation,6754
HYPO ALPE-ADRIA (JERSEY) LIMITED,12397
Hypo Pfandbrief Bank International S.A.,15115
Hypo Public Finance Bank,10926
"Hypotecni banka, a.s.",7402
Hypothekenbank Frankfurt International S.A.,15136
Hypovereinsbank Finance N.V.,16146
Hypovereinsbank Funding Trust II,7621
HypoVereinsFinance N.V.,16203
Hysan (MTN) Limited,25201
"HYUNDAI AUTRON Co.,Ltd.",14591
"Hyundai Capital America, Inc.",21536
HYUNDAI CAPITAL CANADA INC.,5467
"HYUNDAI CAPITAL SERVICES, Inc.",14215
"Hyundai Card Co., Ltd.",14241
"Hyundai Chemical Co., Ltd.",14505
HYUNDAI COMMERCIAL INC.,14273
"Hyundai Core Motion Co., Ltd.",14572
"HYUNDAI ENGINEERING & STEEL INDUSTERIES CO.,LT",14469
"HYUNDAI I'PARK mall Co.,LTD.",14457
HYUNDAI KEFICO CORPORATION,14332
Hyundai L&C Corporation,14464
Hyundai Life Insurance Co.Ltd,14329
"Hyundai Motor Manufacturing Alabama, LLC",21842
"Hyundai Motor Manufacturing Czech, s.r.o.",7407
"Hyundai Oilbank Co., Ltd.",14226
"Hyundai Powertech Co., Ltd.",14220
HYUNDAI SPECIAL STEEL COMPANY,14455
HYUNDAI-ASSAN OTOMOTIV SANAYI VE TICARET ANONI,18253
HYUNDAI-ROTEM COMPANY,14232
"IAC FINANCECO 2, INC.",24846
"IAC FINANCECO 3, INC.",24847
"IAC FINANCECO, INC.",24566
IAC/Interactivecorp,306
IAC/INTERACTIVECORP.,25013
IAG Finance (New Zealand) Limited,16682
IAS Operating Partnership LP,23575
"Ibercaja Banco, S.A.",8110
"Iberdrola Financiacioen, SA",8097
"Iberdrola Finanzas, S.A.U.",8045
"IBERDROLA International, B.V.",16144
"IBERIA LINEAS AEREAS DE ESPANA, SOCIEDAD ANONI",8141
IBERIABANK Statutory Trust II,21881
IBERIABANK Statutory Trust IV,22674
IBK Capital Corporation,14284
"IBK Securities Co., Ltd.",14315
IBM CREDIT LLC,21057
IBQ FINANCE LIMITED,14975
IC Power Ltd,17934
ICADE SANTE SAS,8645
Icap PLC,270
ICB (2002) Limited,17799
ICBC (LONDON) PLC,9409
ICBC (Thai) Leasing Company Limited,18140
"ICBC Financial Asset Investment Co., Ltd.",7150
"ICBC Financial Leasing Co., Ltd.",6761
ICBC Peru Bank,16836
ICBCIL Finance Co. Limited,10547
ICCREA BANCA SPA - ISTITUTO CENTRALE DEL CREDI,12206
