Target Name,Target No.
GROUPE SEB FRANCE S.A.S.,8541
GRUBHUB HOLDINGS INC.,23844
"GRUPO ANTOLIN-IRAUSA, S.A.",8088
GRUPO ARCOR SOCIEDAD ANONIMA,2814
Grupo Aval Limited,14894
Grupo Financiero HSBC SA de CV,15566
"Grupo Mexico Transportes, S.A. de C.V",15676
Grupo Petrotemex S.A. de C.V.,15608
Grupo Unicomer Co. Ltd,18026
GS Caltex Corporation,14195
GS E&R Corp.,14255
GS Entec Corp.,14326
"GS EPS Co., Ltd.",14271
GS Inima Brasil Ltda.,4265
GS INIMA INDUSTRIAL S.A.,4496
"GS Power Co., Ltd.",14218
GTB Finance B.V.,16253
GTH Finance B.V.,16407
GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPAN,11075
GTLK EUROPE DESIGNATED ACTIVITY COMPANY,11058
GTLK-1520 OOO,17291
