Target Name,Target No.
J.P. MORGAN SECURITIES PLC,9114
J.P. Morgan Structured Products B.V.,16263
"J2 CLOUD SERVICES, LLC",24527
JAB Holding Company s.a r.l,15309
Jababeka International B.V.,16269
Jackson National Life Funding LLC,14685
Jackson National Life Global Funding,21727
Jackson National Life Insurance Company,21331
JACOBS DOUWE EGBERTS International B.V.,16365
JAGUAR HOLDING COMPANY II,23328
Jaguar Land Rover Plc,9399
Jaguar Merger Sub Inc.,23324
JAMES HARDIE INTERNATIONAL FINANCE LIMITED,11047
Jamshedpur Continuous Annealing and Processing,11636
JANA KAPITAL SDN. BHD.,15961
JANA PENDIDIKAN MALAYSIA SDN. BHD.,15919
Janauba Transmissora de Energia Eletrica S.A.,4482
"Japan Clinical Laboratories,Inc.",13653
Japan Expressway Holding and Debt Repayment Ag,13561
Japan Finance Organization for Municipalities,13568
"Japan Railway Construction, Transport and Tech",13563
JARDEN CORPORATION.,24316
Jaypee DSC Ventures Limited,11519
Jaypee Sports International Limited,11619
Jazz Investments I Ltd,3913
Jazz Securities Designated Activity Company,11051
"JB Woori Capital Co., Ltd.",14242
JBS Finance II Ltd,14866
JBS Finance Luxembourg S.a r.l.,15416
JBS Investments GmbH,2905
JBS Investments II GmBH,2914
JBS USA Lux S.A.,15350
"JBS USA, LLC",22023
JDS Uniphase Corp.,1387
JEFFERIES FINANCE LLC,22429
JEFFERIES LLC,21668
"Jefferies LoanCore, LLC",23605
JELAS PURI SDN. BHD.,15943
"JELD-WEN, inc.",22464
JEMENA LIMITED,3263
JERROLD FINCO PLC,9598
Jersey Central Power & Light Company,21062
"JGB BANK, NATIONAL ASSOCIATION",22635
JGSH Philippines Ltd.,25213
JHAJJAR POWER LIMITED.,11565
"Jiangsu Jurong Chemical Co., Ltd.",6729
"Jiangsu New Yangzi Shipbuilding Co.,Ltd",6698
Jiangsu Zhongneng Polysilicon Technology Devel,6689
Jiangyin Ligang Electric Power Generation Comp,6727
Jiayuguan Urban Infrastructure Construction In,6860
Jieyang City Investment and Construction Group,6856
JIMAH EAST POWER SDN. BHD.,15969
Jinchang City Construction Investment Developm,6946
Jingrui Properties (Group) Ltd.,6976
"Jinmao Investment Management (Shanghai) Co., L",6944
Jio Haptik Technologies Limited,12041
JIO PLATFORMS LIMITED,11932
"Jiutong Jiye Investment Co., Ltd.",6992
JM FINANCIAL ASSET RECONSTRUCTION COMPANY LIMI,11670
JM FINANCIAL CREDIT SOLUTIONS LIMITED,11212
JM FINANCIAL HOME LOANS LIMITED,11856
JM FINANCIAL PRODUCTS LIMITED,11516
JM FINANCIAL PROPERTIES AND HOLDINGS LIMITED,11866
JODHPUR WIND FARMS PRIVATE LIMITED,11999
John Deere Bank S.A.,15122
John Deere Canada Funding Inc,5233
JOHN DEERE CANADA ULC,5464
John Deere Capital Corporation,21027
John Deere Cash Management S.A.,15190
John Deere Credit Compania Financiera S.A.,2813
John Deere Financial Inc.,4991
John Deere Financial Limited,3293
John Deere Ltd,9250
John Hancock Global Funding II,21624
John Hancock Life Insurance Company (U.S.A.),22276
JOHOR PORT BERHAD,15885
Joint Stock Company Bank of Georgia,9973
Joint Stock Company Georgia Capital,9979
Joint Stock Company Kazkommertsbank,15055
Joint Stock Company KazTransGas,15061
Joint Stock Company National Company Kazakhsta,15060
joint stock company National company KazMunayG,15062
JOINT STOCK COMPANY UKRAINIAN RAILWAYS,18537
