Target Name,Target No.
"ABN AMRO Bank (Mexico), S.A.",15597
ABN Amro Capital Finance Ltd,12379
ABN Amro Capital Funding Trust II,21508
ABN AMRO Clearing Bank N.V.,16371
ABN AMRO Funding USA LLC,23047
ABN AMRO Groenbank B.V.,16244
ADANI GAS HOLDINGS LIMITED,11785
ADANI GREEN ENERGY TWENTY THREE LIMITED,11950
ADANI GUWAHATI INTERNATIONAL AIRPORT LIMITED,12049
ADANI JAIPUR INTERNATIONAL AIRPORT LIMITED,12047
ADANI LUCKNOW INTERNATIONAL AIRPORT LIMITED,11997
ADANI MANGALURU INTERNATIONAL AIRPORT LIMITED,11990
ADANI POWER (MUNDRA) LIMITED,11813
ADANI RENEWABLE ENERGY (GJ) LIMITED,11930
ADANI RENEWABLE ENERGY (KA) LIMITED,11947
ADANI RENEWABLE ENERGY (RJ) LIMITED,11918
ADANI SOLAR ENERGY JODHPUR TWO LIMITED,12016
ADANI THIRUVANANTHAPURAM INTERNATIONAL AIRPORT,12046
ADANI VIZHINJAM PORT PRIVATE LIMITED,12050
Adani Welspun Exploration Ltd.,11951
