Target Name,Target No.
MS Deutschland Beteiligungsgesellschaft mbH,7711
MTBC FINANCE (ARUBA) AEC,3705
MTFG Capital Finance Limited,14767
MTH Preferred Capital 5 (Cayman) Limited,14970
MTN (MAURITIUS) INVESTMENTS LIMITED,15509
MTN Holdings (Proprietary) Limited,25625
MTR Corporation (C.I.) Ltd,14729
MTS INTERNATIONAL FUNDING LIMITED,10992
MTW Cranes Escrow Corp.,24289
MTW FOODSERVICE ESCROW CORP.,24283
Muang Thai Life Assurance Public Company Limit,18126
Muenchener Hypothekenbank eG,7604
"MUFG Bank, Ltd., Auckland Branch",16731
MUFG Capital Finance 1 Limited,14777
MUFG Capital Finance 2 Limited,14798
MUFG Capital Finance 4 Limited,14791
MUFG Capital Finance 5 Limited,14800
MUFG CAPITAL FINANCE 6 LIMITED,14958
MUFG Capital Finance 9 Limited,14843
MUL ASSET FINANCE CORPORATION,24920
MULANUR RENEWABLE ENERGY PRIVATE LIMITED,11826
"MULTI PACKAGING SOLUTIONS, INC.",22089
"Multibank, Inc.",16749
"MULTILEASING FINANCIERO, S.A.",16763
Munich Re America Corporation,21211
Munich Re Finance B.V.,16215
Munich Re Group,22735
"MUNICIPAL CORRECTIONS FINANCE, L.P.",21802
MUNICIPAL ELEC AUTH GA,22523
MURRAY STREET INVESTMENT TRUST I,23373
Murrin Murrin Holdings Pty Limited,3260
MUSEMENT S.P.A.,12362
MUTHOOT HOMEFIN (INDIA) LIMITED,11829
MUTUAL SECURITISATION PUBLIC LIMITED COMPANY,10918
Mylan II B.V.,16479
Mylan Laboratories Inc,1537
Mylan Laboratories Limited,11260
Mylan N.V.,9721
MYOB FINANCE AUSTRALIA LIMITED,3544
"MYOJYO CEMENT CO.,LTD.",13656
MYRIAD CAPITAL PLC,9623
Myriad International Holdings B.V.,16303
MYSTATE BANK LIMITED,3528
MZ FUNDING LLC,24476
N.S.O.S.P.E. EMPREENDIMENTOS E PARTICIPACOES S,4276
N.V. Eneco Beheer,16282
NABHA POWER LIMITED,11597
"NACIONAL FINANCIERA, S.N.C.",9501
"Nacional Financiera, Sociedad Nacional de Cred",15562
Nackahusen Holding AB,17679
NAKILAT INC.,15461
Nalco Company,21843
NAMBI BUILDWELL PRIVATE LIMITED,11852
Nan Shan Life Insurance Company Limted,18478
Nan Ya Plastics (Hong Kong) Corporation Limite,10381
Nanjing High Accurate Drive Equipment Manufact,6714
"Nanjing Nangang Iron & Steel United Co., Ltd.",6741
Nanjing Yurun Food Co Ltd,6756
Nanometrics Incorporated,18988
Nant De Drance SA,5623
NantKwest Inc,24199
Nanyang Commercial Bank (China) Limited,7022
NANYANG COMMERCIAL BANK LIMITED,10372
Nara Statutory Trust IV,21896
NARMADA WIND ENERGY PRIVATE LIMITED,11811
NASSA TOPCO AS,16599
"NATBANK, NATIONAL ASSOCIATION",25093
Natexis Ambs Company LLC,21563
Natexis Banques Populaires US Finance Co. LLC,22284
NATINIUM FINANCIAL PRODUCTS PUBLIC LIMITED COM,10966
NATIOCREDIBAIL S.A.,8618
NATIOCREDIMURS S.N.C.,8620
National Australia Funding (Delaware) Inc,22283
National Bank of Abu Dhabi - Public Joint Stoc,8536
National Bank of Abu Dhabi - Public Joint Stoc,10450
National Bank of Abu Dhabi P.J.S.C,9746
NATIONAL BANK OF KUWAIT (INTERNATIONAL) PLC,9325
National Capital Trust III,3456
NATIONAL COLLATERAL MANAGEMENT SERVICES LIMITE,11620
National Grid Electricity Transmission Plc,8993
NATIONAL GRID GAS FINANCE PLC,9444
National Money Mart Company,5131
NATIONAL RAILROAD PASSENGER CORPORATION,24479
