Target Name,Target No.
NEW YORK LIFE CAPITAL CORPORATION,22313
NEW YORK LIFE GLOBAL FUNDING,21827
NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR S,22522
NEW ZEALAND LOCAL GOVERNMENT FUNDING AGENCY LI,16715
New Zealand Milk (Australasia) Pty Ltd,3519
Newalta Corp.,4949
NEWBRIDGE BANK,22740
NEWCASTLE COAL INFRASTRUCTURE GROUP PTY LTD,3434
Newcastle Investment Corp.,18946
NEWCO SAB MIDCO S.A.S.U.,8627
NEWCOURT STREET FINANCE LIMITED,12439
Newcrest Finance Pty Ltd,3462
NEWDAY GROUP LTD,9818
Newford Capital Limited,25237
Newfoundland Power Inc.,5010
NEWINC INTERNET SERVICES PRIVATE LIMITED,11895
NewLink Genetics Corp,23312
Newmont Yandal Operations Pty Ltd,3261
NEWPORT BEACH BRANCH,19493
NEWRIVER RETAIL LIMITED,9428
News America Incorporated,21346
News Corp.,742
News Corporation Finance Trust II,20906
NEXI CAPITAL SPA,12360
"NEXSTAR ESCROW, INC.",24866
"NextEra Energy Capital Holdings, Inc.",20837
"NEXTERA ENERGY OPERATING PARTNERS, LP",23972
NEXUS AUSTRALIA MANAGEMENT PTY LTD,3480
NEXWAY SASU,8639
NGG FINANCE PLC,9111
NGL ENERGY OPERATING LLC,23122
NGP Capital Resources Company,20897
NGPL PIPECO LLC,22543
"NH INVESTMENT&SECURITIES CO., LTD",14113
NIBC Bank N.V.,16164
NICOLET NATIONAL BANK,22131
Nielsen Finance LLC,22172
Nielsen Holdings N.V.,22788
Nightingale Cre 2018-1 Limited,12499
"NIHON HOSHOU Co.,Ltd.",13194
NII Capital Corp.,22894
NII International Telecom S.C.A.,15259
"Nikkei Kakoh. CO., Ltd",13652
Nikko Citigroup Services Limited,13519
"Nina Company III, LLC",24329
"Nine Dragons Paper Industries (Chongqing) Co.,",6769
Nine Dragons Paper Industries (Taicang) Co. Lt,6470
"Nine Dragons Paper Industries (Tianjin) Co., L",6794
Nine Dragons Worldwide (China) Investment Grou,7051
NINE ENTERTAINMENT CO. PTY LTD,3453
"NIPPON CAR SOLUTIONS CO., LTD.",13526
Nippon Express Company Limited,88
NIPPON LIFE INSURANCE COMPANY,13521
Nippon Miractran Company Limited,13654
Nippon Oil Finance (Netherlands) B.V.,16137
NISHI-NIPPON CITY PREFERRED CAPITAL (CAYMAN) L,14969
"NiSource Capital Markets, Inc.",21249
NiSource Finance Corp.,21651
Nissan Canada Financial Services Inc.,5365
NISSAN CANADA INC.,5437
NISSAN FINANCIAL SERVICES AUSTRALIA PTY LTD,3603
NISSAN MOTOR ACCEPTANCE COMPANY LLC,25157
Nissan Motor Acceptance Corporation,21200
NISSAN RENAULT FINANCIAL SERVICES INDIA PRIVAT,11746
NITSBA HOLDINGS 1995 LTD.,11144
NMC HEALTH (JERSEY) LIMITED,12496
NMC HEALTHCARE SUKUK LIMITED,15023
NN Group Bidco B.V.,16439
NN Group N.V.,16340
NNK-PRIMORNEFTEPRODUKT AO,17254
Nobel Biocare Services AG,5656
Nobina Sverige 2 AB,17551
Noble Corp.,1572
NOBLE HOLDING (U.S.) LLC,24528
NOMAD FOODS BONDCO PLC,9676
"Nomura America Finance, LLC",23103
Nomura Capital (India) Private Limited,11601
Nomura Europe Finance N.V.,16163
"Nomura Financial Investment (Korea) Co., Ltd.",14371
"Nomura Financial Investment (Korea) Co., Ltd.",14316
NOMURA FIXED INCOME SECURITIES PRIVATE LIMITED,11585
"Nomura Global Finance Co.,Ltd.",13817
Nomura Global Funding plc,9026
