Target Name,Target No.
People's United Bank,22373
"Pepsi-Cola Metropolitan Bottling Company, Inc.",22979
PERMANENT FINANCING (NO.4) PLC,9197
PERMANENT FINANCING (NO.6) PLC,9234
PERMANENT MASTER ISSUER PLC,9299
"Pernix Sleep, Inc.",19571
Pernod Ricard Finance SA,8419
PERNOD RICARD INTERNATIONAL FINANCE LLC,25084
PERPETUAL INCOME AND GROWTH INVESTMENT TRUST P,8798
Perpetual Trustee Company Limited,3306
Perpetual Trustees Consolidated Limited,3276
Perrigo Company,20425
"PERSHING ROAD DEVELOPMENT COMPANY, LLC",22021
PERSONALHUSET STAFFING GROUP AS,16587
Perstorp Holding AB,17556
PERTH AIRPORT PTY LTD,3302
Perusahaan Perseroan (Persero) PT Perusahaan L,10796
PERVYI KONTEYNERNYI TERMINAL AO,17282
PETRA DIAMONDS US TREASURY PLC,9730
Petrobras Global Finance B.V.,16333
"PETROCHINA KUNLUN GAS CO., LTD",7211
"PETROCHINA KUNLUN GAS CO., LTD",7179
PETRODRILL FIVE LIMITED,25209
Petrodrill Four Limited,25208
"Petroleos de Venezuela, S.A.",25195
PETROLEOS DEL PERU - PETROPERU S.A.,16827
Petroliam Nasional Berhad,15798
Petronas Capital Limited,15801
Petronas Chemicals Derivatives Sdn Bhd,15834
Petronas Chemicals Glycols Sdn Bhd,15835
PETRONAS ENERGY CANADA LTD.,5386
Petronas Global Sukuk Ltd,15890
Petrorio Luxembourg S.a r.l.,15405
Peugeot Finance International NV,16123
Pfandbriefbank Schweizerischer Hypothekarinsti,5583
Pfandbriefzentrale der schweizerischen Kantona,5567
PFG Escrow Corporation,24909
PGE Sweden AB (publ),17606
PGH CAPITAL LIMITED,11036
PGN Euro Finance 2003 Limited,15500
PGNiG Finance AB (publ),17587
Phaello Finance Company (Proprietary) Limited,25595
"PHARMA MAR, S.A.",8145
PHBS Limited,14871
"PHH LIQUIDATION TRUST, INC.",20402
PHH MORTGAGE CORPORATION,22479
Philippine Long Distance Telephone Compa,1616
PHL FININVEST PRIVATE LIMITED,11902
Phoenix Capital Raising (2009),11170
PHOENIX FUNDING 4 LIMITED,10988
PHOENIX GUARANTOR INC.,24830
Phoenix Lead Ltd,25386
Phoenix Life Insurance Company,21387
Phoenix Tower Participacoes S.A.,4473
PHOSAGRO BOND FUNDING DESIGNATED ACTIVITY COMP,11017
"PhotoMedex, Inc.",20429
PHP BOND FINANCE PLC,9618
PHP FINANCE (JERSEY NO 2) LIMITED,12502
PHP FINANCE (JERSEY) LIMITED,12473
PIC AU HOLDINGS LLC,25143
"PICASSO FINANCE SUB, INC.",25004
PICC Health Insurance Company Limited,7063
PICC LIFE INSURANCE COMPANY LIMITED,6973
PICC Reinsurance Company Limited,7251
"Piedmont Operating Partnership, L.P.",22356
PILTEL (CAYMAN) LTD.,14742
PINE STREET TRUST I,24820
PINE STREET TRUST II,24821
Ping An Bank Co Ltd (Shanghai Pilot Free Trade,7130
"Ping An International Financial Leasing Co., L",6807
Ping An Leasing Hong Kong Holdings Limited,10586
"Ping An Life Insurance Company of China, Ltd.",6536
Ping An Property & Casualty Insurance Company,6574
"Ping An Realestate Co., Ltd.",6910
Ping An Securities Company Ltd.,6392
PINGAN REAL ESTATE CAPITAL LIMITED,10551
PINNACLE FOODS FINANCE LLC,22323
PIOMBINO STEEL LIMITED,12028
Pioneer Reward Limited,10608
Pipeline Funding Company LLC,22914
PIPELINE INFRASTRUCTURE PRIVATE LIMITED,11905
Piper Jaffray & Co.,21664
Piraeus Group Capital Limited,12414
