Target Name,Target No.
LA FAYETTE ASSET SECURITIZATION LLC,22300
LA FINANCIERE ATALIAN S.A.S.,8562
LA POSTE S.A.,8401
LA SOCIETE CANADA TRUST,5308
LABA ROYALTY SUB LLC,24099
LABCO S.A.,8538
Laboratorio Teuto Brasileiro S/A,4454
Ladbrokes Group Finance plc,9066
LADDER CAPITAL FINANCE HOLDINGS LLLP,23453
LAFARGE CEMENT SDN. BHD.,15994
Lafarge Ciments SA,15440
LAFARGE INDIA PRIVATE LIMITED.,11520
Lafarge Shui On Cement Limited,6687
LAFARGEHOLCIM FINANCE US LLC,24373
LafargeHolcim Helvetia Finance Ltd,5654
LafargeHolcim Sterling Finance (Netherlands) B,16408
Lagoa 1 Energia Renovavel S.A.,4422
Lai Fung Bonds (2018) Limited,25399
Lai Sun International Finance (2012) Limited,10490
Lai Sun International Finance (Cayman Islands),14705
Lai Sun MTN Limited,10658
LAJEADO ENERGIA S/A,4323
LAKADIA-VADODARA TRANSMISSION PROJECT LIMITED,11946
Lake City Bank,22643
Lake Forest Bank and Trust Company,22079
LAKELAND BANK,24816
Lakeland Statutory Trust II,21894
LAMAR FUNDING LIMITED,14963
Lamar Media Corp.,21300
LANARK MASTER ISSUER PLC,10970
Land Securities Capital Markets PLC.,9235
Landesbank Baden-Wuerttemberg,9079
Landesbank Baden-Wuerttemberg,21741
Landesbank Hessen-Thueringen Girozentrale,22161
Landesbank Hessen-Thueringen Girozentrale,9462
Landeskreditbank Baden-Wuerttemberg -Foerderba,7637
"LANDMARK BANCSHARES, INC.",24686
LANDMARK FUNDING 2020 LIMITED,15047
Landshypotek Bank Aktiebolag,17523
Landwirtschaftliche Rentenbank,7669
Lansforsakringar Hypotek AB,17549
LANXESS Accounting GmbH,7781
LANXESS Elastomeros do Brasil S.A.,3957
LANXESS Finance B.V.,16233
"Laredo Petroleum Holdings, Inc.",23333
LaSalle Bank N.A.,21453
LaSalle Funding LLC,21739
LASER COFINOGA S.A.,8409
LATAM FINANCE LIMITED,14996
Latur Renewable Private Limited,12005
LAVASA CORPORATION LIMITED,11557
LAW DEBENTURE CORPORATION PLC(THE),8800
LAW DEBENTURE FINANCE P.L.C.,9072
Lazam-MDS Corretora e Administradora de Seguro,4548
LBBW Dublin Management GmbH,7675
LBBW Luxemburg S.A.,15128
LBC Tank Terminals Holding Netherlands B.V.,16342
LBG Capital No.1 plc,9435
LBG Capital No.2 plc,9436
LBPAM European Debt Funds S.A.,15274
LBS LIMITED PARTNERSHIP,22058
LCL EMISSIONS S.A.,8586
LCP HOLDINGS AND INVESTMENTS PUBLIC LTD,7375
Leader Goal International Limited,25397
Leading Affluence Limited,10574
LEASE PLAN INDIA PRIVATE LIMITED,11517
LeasePlan Australia Limited,3368
LeasePlan Corporation N.V.,16139
Leaseplan Finance N.V.,10949
LeasePlan Finance N.V.,16213
Leasing Bancolombia S.A. Compania de Financiam,7321
LEASING BANISTMO S.A.,16762
LEASING CORFICOLOMBIANA S.A. COMPANIA DE FINAN,7322
"Leasing Slovenskej sporitlene,a.s.",18015
Leasing Sud Americano S.A.,5758
LEASYS S.P.A.,12312
LEBUHRAYA DUKE FASA 3 SDN. BHD.,15992
LECTA S.A.,15175
Legacy Vulcan Corp,19086
LEGACYTEXAS BANK,22761
Legal & General Finance PLC,9047
Legend Fortune Limited,25405
LEGENDRE HOLDING 27 S.A.S.,8570
