Target Name,Target No.
"Ferrocarril Mexicano, S.A. de C.V.",15594
"FERROGLOBE FINANCE COMPANY, PLC",9965
"Ferrovial Emisiones, S.A.",8116
Ferrovial Netherlands B.V.,16445
FERROVIE DELLO STATO ITALIANE S.P.A.,12154
FF GROUP FINANCE LUXEMBOURG II S.A.,15368
FF Group Finance Luxembourg SA,15295
FFG PREFERRED CAPITAL CAYMAN LIMITED,14968
FGA CAPITAL IRELAND PUBLIC LIMITED COMPANY,10956
FGB SUKUK COMPANY LIMITED,14884
Fiat,236
Fiat Chrysler Automobiles N.V.,9692
Fiat Credito Compania Financiera S.A.,2807
Fiat Finance and Trade Ltd,15102
Fiat Finance North America Inc,21670
Fiat InEdustrial Finance Europe S.A.,15219
Fibria Overseas Finance Ltd.,14848
"Fideicomiso F/1401 of Deutsche Bank Mexico, S.",15668
"Fidelidade - Companhia de Seguros, S.A.",17064
"FIDELITY & GUARANTY LIFE HOLDINGS, INC.",22547
FIDEURAM BANK (LUXEMBOURG) S.A.,15283
"Fido Solutions, Inc.",4998
Fiduciaria Bogota S.A.,7351
Fiduciaria Corficolombiana S.A.,7328
Fiduciaria de Occidente S.A.,7331
FIDUCIARY TRUST INTERNATIONAL OF THE SOUTH,24328
"Fifth Avenue, L.P.",5215
Fifth Street Finance Corp.,22521
Fifth Third Bank,21210
FIFTH THIRD BANK,22135
Fifth Third Capital Trust IV,22309
Filial China Construction Bank Corporation Ast,15070
"Fina Finance & Trading Co., Ltd.",18479
FINAMUR S.A.,8622
FINANCE FOR PEOPLE (NO.4) PLC,9130
"Financiacion Banesto 1, Fondo de Titulizacion",8076
Financiere Cdp Inc,5166
Financiere Remy Cointreau SA/NV,3792
Finans Faktoring Hizmetleri Anonim Sirketi,18277
FINANZAS GENERALES S.A.,16744
Findel PLC,8865
FINDOMESTIC BANCA S.P.A.,12159
FINE PERFECTION INVESTMENT LIMITED,10648
Fingrid Oyj,8202
"FINIAL HOLDINGS, INC.",24722
Finitalia S.p.A.,12282
Finmeccanica Finance S.A.,15109
FINNING (UK) LTD.,9826
Finning Holdings Limited,9383
FINSBURY AVENUE ESTATES LIMITED,9154
FireEye Inc,23684
"FIRST BANK & TRUST, IL",22634
First Bank of Idaho FSB,22407
First Capital Realty Inc,5281
First Capital Realty Inc.,4780
FIRST CENTRAL BANK,22819
FIRST CENTRAL BANK MCCOOK,22890
First Commercial Bank (New York Branch),24727
First Community/CA Statutory Trust VI,21879
First Dominion Funding I,14713
First Dominion Funding III,14769
FIRST FEDERAL BANK OF FLORIDA,22931
"First Financial Bank, National Association",24349
"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",24725
"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",24890
First Flexible No.4 PLC,9104
First Flexible No.6 PLC,9199
FIRST IPSWICH BANK,24080
First Maryland Capital I,21535
First Maryland Capital II,21359
First Merchants Bank NA,22417
"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION.",22891
First National Bank (Lenoir City),23685
First National Bank of Namibia Limited,16036
First Niagara Bank National Association,22245
First Puerto Rico Tax Advantaged Target Maturi,17018
First Regional Bank,21181
First Securities ASA,16553
"FIRST SENTRY BANK, INC.",22111
FIRST SOUTH PREFERRED TRUST I,21887
First Tennessee Bank National Association,21800
First Tennessee Capital II,21899
First Western Capital Trust I,21522
