Target Name,Target No.
Enbridge Gas Inc.,5439
Enbridge Pipelines Inc.,5024
Enbridge Southern Lights LP,5134
Encana Corp.,471
EnCana Holdings Finance Corp.,5074
"Ence Energia, S.L.U.",8160
ENCORE CAPITAL EUROPE FINANCE LIMITED,24689
ENDEAVOUR SCH PLC,9127
"Endesa Capital Finance, LLC",22793
Endo Finance Co.,23786
ENDO FINANCE LLC,23909
Endo Limited,11031
Endo Luxembourg Finance Company I S.a r.l.,15276
"ENEL FINANCE AMERICA, LLC",24793
"Enel Fortuna, S.A.",16745
Enel Green Power Damascena Eolica S.A.,4381
ENEL GREEN POWER MANICOBA EOLICA S.A.,4374
ENEL GREEN POWER VOLTA GRANDE S.A.,4502
Enel Investment Holdings BV,16191
ENEOS GLOBE Corporation,13651
EnerBank USA,22143
ENERCARE CONNECTIONS INC.,5454
ENERCARE SOLUTIONS INC.,5242
Enercoal Resources Pte.Ltd,17822
Energa Finance AB (publ),17595
ENERGEAN ISRAEL FINANCE LTD,15413
ENERGEST S.A.,4279
ENERGIA EOLICA S.A.,16837
Energias do Brasil,4152
ENERGIE RENOUVELABLE BROOKFIELD INC.,5112
Energisa Acre - Distribuidora de Energia S.A.,4536
Energisa Amazonas Transmissora de Energia S.A.,4562
Energisa Borborema - Distribuidora de Energia,4415
Energisa Minas Gerais - Distribuidora de Energ,4329
Energisa Nova Friburgo - Distribuidora de Ener,4513
Energisa Paraiba - Distribuidora de Energia S/,4206
ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.,4145
Energisa Sul-Sudeste - Distribuidora de Energi,4466
Energisa Tocantins Distribuidora de Energia S/,4154
Energisa Transmissao de Energia S.A.,4477
Energizer Gamma Acquisition B.V.,16454
"Energizer Gamma Acquisition, Inc.",24667
"Energizer SpinCo, Inc.",24142
ENERGUATE TRUST,10044
ENERGY EFFICIENCY SERVICES LIMITED,11743
ENERGY FUTURE COMPETITIVE HOLDINGS COMPANY LLC,21077
Energy Partnership (Gas) Pty. Ltd.,3334
"ENERGY TRANSFER COMPANY, INC.",22607
ENERGY VENTURES GOM LLC,24276
ENERPEIXE S.A.,4409
ENGIE Transmissao de Energia Participacoes S.A,4511
ENGILITY CORPORATION,22930
Eni Finance USA Inc.,22860
Eni USA Inc.,21309
ENN Clean Energy International Investment Limi,7139
Enogex LLC,21332
ENSCO (Barbados) Limited,14746
ENSCO JERSEY FINANCE LIMITED,12489
ENSCO Offshore Company,21711
Ensign Drilling Inc.,5150
ENSTAR FINANCE LLC,25057
"Entercom Radio, LLC",21718
"ENTERGY GULF STATES LOUISIANA, LLC",24351
"Entergy Louisiana Holdings, Inc.",20833
"ENTERGY NEW ORLEANS, LLC",24595
ENTERPRISE FUNDING LIMITED,12468
ENTERPRISE PRODUCTS OPERATING LLC,21608
ENTERPRISE TE PARTNERS L.P.,20602
Entertainment Properties Trust,19988
ENTIDAD DE DESARROLLO A LA PEQUENA Y MICRO EMP,16841
ENTRA EIENDOM AS,16561
ENTRA KULTUR 1 AS,16575
ENTREPRISES CARA LIMITEE,5409
ENVEN ENERGY CORPORATION,24461
Envestra Victoria Pty Ltd,3308
Environmental ESG Participacoes S.A.,4546
"ENVIVA PARTNERS, LP",24037
ENW FINANCE PLC,9404
Enwave Energy Corporation,5265
EOLICA HERMENEGILDO II S.A.,4357
EON Bank Berhad,15822
EP ENERGY LLC,23444
"EP Energy, a.s.",7410
