Target Name,Target No.
GMR Corporate Affairs Private Limited,12010
GMR Energy Limited,11551
GMR Highways Limited,11627
GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,11674
GMR LOGISTICS PARK PRIVATE LIMITED,12022
GMR Pochanpalli Expressways Private Limited,11584
GMR Rajahmundry Energy Limited,11588
GMR WARORA ENERGY LIMITED,11573
GMT BOND ISSUER LIMITED,16702
"GNB - Companhia de Seguros de Vida, S.A.",17067
"GO DADDY OPERATING COMPANY, LLC",23592
Gogo Intermediate Holdings LLC,24331
GOHL CAPITAL LIMITED,11198
Goias Transmissao S.A.,4545
Gol Finance S.A.,15303
"Gol Finance, Inc.",4143
Gold Fields Orogen Holding (BVI) Limited,25229
"Gold Merger Sub, LLC",24325
Golden Assets International Finance Limited,25264
GOLDEN ASSETS INTERNATIONAL INVESTMENT PTE.LTD,17919
Golden Credit Card Trust,5069
