Target Name,Target No.
Citigroup Japan Holdings Corp.,13559
Citigroup Korea Inc.,14384
"CJ 4DPLEX Co.,Ltd",14538
CJ CAPITAL SDN. BHD.,15900
CJ Engineering  & Construction Corp,14305
"CJ ENGINEERING & CONSTRUCTION CO., LTD.",14341
CJ FOODVILLE CORP.,14519
"CJ LiveCity Co.,Ltd.",14620
CJ LOGISTICS ASIA PTE. LTD,17974
"CJ OliveNetworks Co., Ltd",14482
CK HUTCHISON CAPITAL SECURITIES (17) LIMITED,10576
CK HUTCHISON EUROPE FINANCE (18) LIMITED,15014
CK HUTCHISON FINANCE (16) (II) LIMITED,14991
CK HUTCHISON FINANCE (16) LIMITED,14981
CK Hutchison Group Telecom Finance S.A.,15396
CK HUTCHISON INTERNATIONAL (16) LIMITED,14992
CK HUTCHISON INTERNATIONAL (17) (II) LIMITED,15007
CK HUTCHISON INTERNATIONAL (17) LIMITED,15000
CK HUTCHISON INTERNATIONAL (19) (II) LIMITED,15034
CK Hutchison International (19) Limited,15030
