Target Name,Target No.
BANCO COLPATRIA MULTIBANCA COLPATRIA S.A.,7283
"Banco Compartamos, S.A., Institucion de Banca",15541
BANCO CREDIBOM S.A.,17052
BANCO CREDIT AGRICOLE BRASIL S.A.,4090
BANCO CREDIT SUISSE (BRASIL) S.A.,4113
"BANCO CREDIT SUISSE (MEXICO), S.A.",15612
BANCO CSF S/A,4412
Banco Davivienda S.A (Miami Branch),24425
Banco de Bogota S.A. (New York Branch),25058
"Banco de Caja Espana de Inversiones, Salamanca",8113
Banco de Credito de Bolivia Sociedad Anonima,3943
BANCO DE CREDITO SOCIAL COOPERATIVO SA,8136
"Banco de Investimento Imobiliario, S.A.",17044
Banco de Investimentos Credit Suisse (Brasil),4103
BANCO DE SERVICIOS FINANCIEROS S.A.,2805
Banco del Desarrollo Economico Espanol SA,7977
Banco di Brescia San Paolo CAB S.p.A.,12171
Banco di Napoli SpA,12109
Banco di San Giorgio S.p.A.,12216
Banco Emiliano Romagnolo SpA,12300
Banco Falabella Colombia S.A.,7320
