Target Name,Target No.
Bank of China (Hong Kong) Limited,6484
Bank of China (Hong Kong) Limited,10356
BANK OF CHINA (LUXEMBOURG) S.A.,15184
Bank of China (New Zealand) Limited,16721
Bank of China Group Investment Limited,10401
Bank of China Limited (Qatar Financial Centre,17115
"Bank of China Samsung Life Insurance Co., Ltd.",7263
Bank of China Taipei Branch,18505
BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,8550
BANQUE POPULAIRE ATLANTIQUE S.A.,8412
BANQUE POPULAIRE BOURGOGNE FRANCHE-COMTE S.A.,8505
BANQUE POPULAIRE COTE D'AZUR S.A.,8504
BANQUE POPULAIRE DE L'OUEST S.C.,8478
BANQUE POPULAIRE DES ALPES S.A.,8503
BANQUE POPULAIRE DU MASSIF CENTRAL S.A.,8508
BANQUE POPULAIRE DU NORD S.A.,8433
BANQUE POPULAIRE DU SUD COFAV,8502
Banque Populaire Lorraine Champagne,8467
BANQUE POPULAIRE OCCITANE S.C.,8488
BANQUE POPULAIRE PROVENCALE ET CORSE,8482
