Target Name,Target No.
Stena International S.A.,15281
OHL Investments S.A.,15267
Jinmao (China) Investments Holdings Limited,10521
Yancoal International Resources Development Co,10479
CJ Global Holdings Limited,10459
Enel Finance International S.A.,15181
Covidien International Finance S.A.,15180
Tyco International Finance S.A.,15177
Digicel International Finance Ltd,15072
PT Bank Commonwealth,10847
MPH ACQUISITION HOLDINGS LLC,23848
Pain Therapeutics Inc,20401
"Ant Group Co., Ltd.",7071
Block Financial LLC,21399
"Anvil Holdings, Inc.",20776
CEMEX MATERIALS LLC,23906
COTT HOLDINGS INC.,24178
SURA Asset Management S.A.,7342
NRW.BANK,7643
Ngex Resources Inc,4753
