ISSUER_NAME,No. 
BNP PARIBAS PERSONAL FINANCE SOUTH AFRICA LTD,25630
PSG KONSULT TREASURY LTD,25631
GROWTHPOINT PROPERTIES INTERNATIONAL (PTY) LTD,25635
SAPPI SOUTHERN AFRICA LIMITED,25643
Barclays Bank Zambia Plc,25650
Stanbic Bank Zambia Limited,25653
