Target Name,Target No.
AXIS Speciality Finance LLC,22986
AXIS Specialty Finance PLC,9633
BAC Canada Finance Company,5045
BAC Capital Trust VI,21984
BAC CAPITAL TRUST VII,21999
BAC Capital Trust VIII,20781
BAC Capital Trust XI,22094
BAC CAPITAL TRUST XIII,22274
BAC CAPITAL TRUST XV,22345
BAC LB Capital Funding Trust II,24449
Banca Popolare di Ancona SpA,12190
Banca Popolare di Aprilia - S.p.A.,12246
Banca Popolare di Lanciano e Sulmona SpA,12222
Banca Popolare di Lodi Investor Trust III,22005
Banca Popolare di Mantova SpA,12238
Banca Popolare di Ravenna SpA,12198
Banca Popolare di Verona - S.Geminiano e S.Pro,12099
BANCA POPOLARE DI VICENZA SOCIETA PER AZIONI,12184
Bank of China (Canada),5156
BANK OF CHINA (DUBAI) BRANCH,2731
