Target Name,Target No.
SPIRIT IP CAYMAN LTD.,15044
Spoldzielczy Bank Rozwoju,16986
Sports Toto Malaysia Sdn Bhd,15897
SPP Livfrskring AB,17604
SPP Pension & Forsakring AB (publ),17664
Springfield First Community Bank,23421
SPRINGLEAF FINANCE CORPORATION,20988
"SPRINGLEAF HOLDINGS, INC.",23730
Spy Hill Power L.P,5177
SQ REVITA I LIMITED,10014
SR-BOLIGKREDITT AS,16598
SREI EQUIPMENT FINANCE LIMITED,11548
Srei International Infrastructure Services Gmb,7775
SRLEV N.V.,16266
SSIF Nevada Limited Partnership,22044
SSL ROBOTICS LLC,24927
SSMS PLANTATION HOLDINGS PTE. LTD.,17962
SSN GROUP AG,5649
St Charles Bank & Trust Company,22738
ST Engineering Financial I Ltd,17843
"ST ENGINEERING NORTH AMERICA, INC.",24305
ST ENGINEERING RHQ LTD.,9938
"St. Clair Holding, ULC",5353
"ST. JUDE MEDICAL, LLC",24451
ST. MARYS CEMENT INC. (CANADA),5142
ST. MODWEN PROPERTIES SECURITIES (JERSEY) LIMI,12471
ST.PAUL'S CLO VI DESIGNATED ACTIVITY COMPANY,11061
Stanbic Bank Botswana Ltd,4585
Stanbic Bank Zambia Limited,25653
STANDARD BANK AND TRUST COMPANY,22533
Standard Bank London Holdings Limited,9264
Standard Bank Namibia Limited,16035
Standard Chartered Bank Malaysia Berhad,15831
STANDARD CHARTERED INVESTMENTS AND LOANS (INDI,11502
Standard Life Assurance Company of Canada,5160
STANDARD LIFE EUROPEAN PRIVATE EQUITY TRUST PL,8737
Standard Life Investments Property Income Trus,9989
Standard Life PLC,1753
Standard Parking Corporation,18748
"STANDARDAERO AVIATION HOLDINGS, INC.",22374
Stanley Works Inc,1755
Star Energy Geothermal (Wayang Windu) Limited,10844
"Star Energy Geothermal Darajat II, Limited",10893
Star One S.A.,4195
Star Petroleum Refining Public Company Limited,18136
STARBIRD FUNDING CORPORATION,22294
STARLITE LIGHTING LIMITED,11735
"STARMALLS, INC.",16885
Stars Group Holdings B.V.,16370
Start Plus Investments Ltd,25337
START UP 271 AS,16581
STARTUP INTERNET SERVICES LIMITED,11941
STARTUP INVESTMENTS (HOLDING) LIMITED,11893
Starwood Waypoint Residential Trust,23820
Starz LLC,22445
STATE BANK AND TRUST COMPANY,24728
State Bank of Hyderabad,11488
State Bank of India (DIFC Branch),2737
State Bank of India (Nassau Branch),4573
State Bank of India (New york Branch),24772
"State Bank of India, Hong Kong Branch",10440
State Bank of Indore,11495
State Bank Of Long Island,22608
State Bank of Patiala,11505
State Bank of Saurashtra,11489
State Bank of the Lakes,22780
STATE ELITE GLOBAL LIMITED,25323
State Street Bank and Trust Company,21227
STATECA LIMITED,10998
Statkraft AS,16556
STATKRAFT ENERGIAS RENOVAVEIS S.A.,4267
STB Cayman Capital Ltd.,14657
STB FINANCE CAYMAN LIMITED,14687
STB PREFERRED CAPITAL 2 (CAYMAN) LIMITED,14882
STB PREFERRED CAPITAL 4 (CAYMAN) LIMITED,14827
STC SUKUK COMPANY LIMITED,15031
STECOL CORPORATION,6968
STEEL FUNDING DESIGNATED ACTIVITY COMPANY,11010
Steen & Strom ASA,16548
Steinhoff Europe AG,2882
Steinhoff Finance Holding GmbH,2890
Steinhoff Services Limited,25569
Stena Aktiebolag,17516
