Target Name,Target No.
Fiduciaria Corficolombiana S.A.,7328
Fiduciaria de Occidente S.A.,7331
Filial China Construction Bank Corporation Ast,15070
"Fina Finance & Trading Co., Ltd.",18479
FINAMUR S.A.,8622
FINANCE FOR PEOPLE (NO.4) PLC,9130
"Financiacion Banesto 1, Fondo de Titulizacion",8076
Financiere Remy Cointreau SA/NV,3792
Finans Faktoring Hizmetleri Anonim Sirketi,18277
FINANZAS GENERALES S.A.,16744
FINDOMESTIC BANCA S.P.A.,12159
FINE PERFECTION INVESTMENT LIMITED,10648
Fingrid Oyj,8202
"FINIAL HOLDINGS, INC.",24722
Finitalia S.p.A.,12282
FINNING (UK) LTD.,9826
First Bank of Idaho FSB,22407
First Dominion Funding I,14713
First Dominion Funding III,14769
FIRST FEDERAL BANK OF FLORIDA,22931
First National Bank (Lenoir City),23685
