Target Name,Target No.
EVERSHOLT FUNDING PLC,9475
EVERSHOLT UK RAILS (HOLDING) LIMITED,9835
Everyday Retail Inc.,14282
"EVN Macedonia, AD Skopje",15464
Evolvere Energia Spa,12339
Evraziiskii Bank Razvitiia,15063
EWE AG,7652
EXANE DERIVATIVES SNC,8500
EXANE FINANCE S.A.,8465
Excel Capital Global Limited,10597
"Expert Global Solutions, Inc.",21593
Exportation et developpement Canada,4983
Express Pipeline LP,4996
"EXTENDICARE HEALTH SERVICES, INC.",21326
EXTENSA GROUP NV,3801
EZDAN SUKUK COMPANY LIMITED,14983
"EZE CASTLE SOFTWARE, INC.",23548
F&C Commercial Property Trust Limited,2021
F&C UK Real Estate Investments Ltd,8809
F&N Capital Sdn Bhd,15873
F&N Treasury Pte Ltd,17823
