Target Name,Target No.
KTZ FINANCE OOO,17287
KUANTAN PORT CONSORTIUM SDN. BHD.,15889
KUBC Preferred Capital Cayman Limited,14857
Kudgi Transmission Ltd,11739
KUHN DO BRASIL S/A - IMPLEMENTOS AGRICOLAS,4352
Kuntarahoitus Oyj,8204
KUVEYT TURK KATILIM BANKASI ANONIM SIRKETI,18248
KUWAIT PROJECTS CO SPC LIMITED,2729
KUWAIT PROJECTS CO. (CAYMAN),14779
KVB Kunlun Financial Group Limited,10499
L&T Ahmedabad-Maliya Tollway Private Limited,11569
LA BANQUE POSTALE HOME LOAN SFH S.A.,8574
LA BANQUE POSTALE S.A.,8421
LA CAISSE CENTRALE DESJARDINS DU QUEBEC,5011
LA FAYETTE ASSET SECURITIZATION LLC,22300
LA FINANCIERE ATALIAN S.A.S.,8562
LA POSTE S.A.,8401
LA SOCIETE CANADA TRUST,5308
LABA ROYALTY SUB LLC,24099
LABCO S.A.,8538
Laboratorio Teuto Brasileiro S/A,4454
