Target Name,Target No.
VANGSVEIEN 155 AS,16621
"Vanguard Health Holding Company II, LLC",21945
VANKE REAL ESTATE (HONG KONG) COMPANY LIMITED,10394
VANTAGE DEVELOPMENT SPOLKA AKCYJNA,16992
"VANTAGE ONCOLOGY, LLC",23615
Vantico Group S.A.,15118
Vasakronan AB,17526
Vattenfall Treasury AB,17521
Vauban Mobilisations Garanties SA,8396
VDB F2 GERACAO DE ENERGIA S.A.,4447
VDB F3 GERACAO DE ENERGIA S.A.,4538
VE Commercial Vehicles Limited,11706
VEB FINANCE PUBLIC LIMITED COMPANY,10994
VEB Leasing Invest Limited,11001
VEB-LIZING OAO,17257
Vectra Bank Colorado NA,22382
"Vectren Utility Holdings, Inc.",21686
Vedanta Aluminium Limited,11553
Vedanta Finance (Jersey) Limited,12423
VEDANTA RESOURCES FINANCE II PLC,9914
Vedanta Resources Jersey II Limited,12448
Velcora Holding AB,17642
Venator Finance S.a r.l.,15363
Venloer4711 FinCo S.a r.l.,15403
VENTAS CANADA FINANCE LIMITED,5309
"Ventas Realty, Limited Partership",21734
VENTO ENERGY INFRA PRIVATE LIMITED,11816
Venture Bank,22150
Veolia Water East Limited,9087
VER FINCO PTY LIMITED,3645
VERALLIA PACKAGING SASU,8601
VERBUND International Finance GmbH,2903
VERBUND-Austrian Hydro Power AG,2851
VERBUND-International Finance B.V.,16259
VERDE 08 ENERGIA S.A.,4453
VERITEX COMMUNITY BANK,23331
Verizon Wireless Capital LLC,21774
Vero Insurance Limited,3360
Versartis Inc,23859
VERTIV GROUP CORPORATION,24385
VFH PARENT LLC,24441
VGI Global Media PCL,18145
Via Brasil MT 246 Concessionaria de Rodovias S,4563
VIACOM 18 MEDIA PRIVATE LIMITED,11705
Vianorte S.A.,4215
ViaPaulista S.A.,4427
Vias Chile S.A.,5802
"VIASYSTEMS, INC.",21402
VICAL INCORPORATED,19300
VICI PROPERTIES 1 LLC,24571
VICI PROPERTIES L.P.,24572
VICTORIA POWER NETWORKS (FINANCE) PTY LTD,3636
VICTORIA POWER NETWORKS PTY LTD,3397
Vida Finance PLC,11056
VidaCaixa S.A.,8008
Vier Gas Transport GmbH,7707
ViewPoint Financial Group Inc.,19276
"VIG FUND uzavreny investicni fond, a.s.",7416
VILLAGE BANK & TRUST,24499
Village Bank & Trust,22399
VimpelCom Holdings B.V.,16320
Vina San Pedro Tarapaca S.A.,5740
Vineyard Bank National Association,22559
VIOM NETWORKS LIMITED,11592
VIRGIN MEDIA BRISTOL LLC,24312
Virgin Media Finance PLC,9208
VIRGIN MEDIA INVESTMENT HOLDINGS LIMITED,9319
Virgin Media Secured Finance PLC,9439
VIRGIN MONEY PLC,9441
VIRTUSA CONSULTING SERVICES PRIVATE LIMITED,11729
VISANT CORPORATION,21930
VIST Bank,22728
VISTRA OPERATIONS COMPANY LLC,24432
Vital Therapies Inc,23744
VITALIC HEALTH PRIVATE LIMITED,12015
VITP PRIVATE LIMITED,11767
Viva Energy Reit Ltd,3641
Vivalis Salaf,15455
VIVAT N.V.,16265
Vivo Energy Investments B.V.,16378
Vix Logistica S.A.,4240
Vizag General Cargo Berth Private Limited,11648
VMED O2 UK FINANCING I PLC,9944
