Target Name,Target No.
AIG-FP Matched Funding Corp.,22014
AIG-FP Private Funding Cayman Limited,14773
AIG-Mezzvest Funding Limited,21804
AIGP DEVELOPERS (PUNE) PRIVATE LIMITED,11807
"Aigues de Barcelona Finance, S.A.U.",8132
"Aigues de Barcelona, Empresa Metropolitana de",8131
AIRCRAFT LEASE SECURITISATION II LIMITED,3897
AirPlus Air Travel Card Vertriebsgesellschaft,2894
AIRTEL BROADBAND SERVICES PRIVATE LIMITED,11640
Akademibokhandeln Holding AB (publ),17678
AL SHINDAGHA SUKUK LIMITED,14956
ALAM SYNERGY PTE. LTD.,17898
Alaris Royalty Corp,5135
ALBANK Capital Trust I,21856
Albula-Landwasser Kraftwerke AG,5580
Alcoa Inc,499
Alcoa Nederland Holding BV,16420
Alectra Inc.,5376
Alehouse Finance PLC,9073
ALESAT COMBUSTIVEIS S.A.,4281
ALESTRA S DE RL DE CV,15575
