Target Name,Target No.
"TEL FSI, INC.",18606
TELECOM PERSONAL SOCIEDAD ANONIMA,2789
Telekom Finanzmanagement GmbH,2874
TELEMAR PARTICIPACOES SA,4108
Telenet Finance Luxembourg Notes S.a r.l,15371
Telenet Finance VI Luxembourg S.C.A.,15326
TELENOR EAST HOLDING II AS,16605
Telereal Secured Finance PLC,9603
TELEREAL SECURITISATION PLC,9131
TELESONIC NETWORKS LIMITED,12040
TEMASEK EKSLUSIF SDN. BHD.,15972
Tengchong Yuezhou Water Investment Development,6979
Tengzhou Real Estate Comprehensive Development,7037
Teollisuuden Voima Oy,8203
"TEPCO Energy Partner,Incorporated",13795
"TEPCO Fuel & Power, Incorporated",13796
"TEPCO Power Grid, Incorporated",13766
"TEPCO Renewable Power, Incorporated",13820
Tequimar Vila do Conde Logistica Portuaria S.A,4541
Termeletrica Viana S.A.,4305
Terminal Quimico de Aratu S.A. - Tequimar,4512
