Target Name,Target No.
AGCO International Holdings B.V.,16496
BMW International Investment B.V.,16412
AC ENERGY FINANCE INTERNATIONAL LIMITED,15025
GRAN TIERRA ENERGY INTERNATIONAL HOLDINGS LTD.,15013
NB FINANCE LTD.,14971
"VLL INTERNATIONAL, INC.",14935
Wurth Finance International B.V.,16161
OP Financial Ltd,10264
ABB International Finance Limited,9993
AVON INTERNATIONAL CAPITAL P.L.C.,9922
CCB International (Holdings) Limited,10402
Henson International Finance Ltd,10375
AON GLOBAL HOLDINGS PLC,9781
ICAP Group Holdings PLC,9396
GE Capital Interbanca S.p.A.,12149
P2P Global Investments PLC,9661
ELLI INVESTMENTS LIMITED,9533
YGR International Limited,9477
FAGE International S.A.,15345
Repsol International Finance BV,16116
