Target Name,Target No.
BOQ Equipment Finance Limited,3267
Borealis AG,2886
BOSC International (BVI) Limited,25398
BOSCI (BVI) Limited,10640
Boubyan Sukuk Limited,15038
Bow Centre Street Limited Partnership,5260
"BP AMI Leasing, Inc.",22363
BP Capital Markets America Inc,21823
"BPE Financiaciones, S.A.",8025
BPRL INTERNATIONAL SINGAPORE PTE. LTD.,17946
BR TOWERS SPE1 S.A.,4296
BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.,4378
Branch Banking and Trust Company,21243
Brandbrew  S.A.,15198
"BRAZOS VALLEY LONGHORN, L.L.C.",24792
"Bresnan Broadband Holdings, LLC.",22519
BRFKREDIT A/S,7894
"BRIDGE BANCORP, INC.",19793
"BRIDGEHAMPTON NATIONAL BANK, THE",22782
Brit Insurance Holdings PLC,2029
BRITISH - ISRAEL INVESTMENTS LTD,11128
