Target Name,Target No.
BNP PARIBAS FACTOR S.A.,8527
"BNP Paribas Finance, Inc.",22423
BNP PARIBAS FINANSAL KIRALAMA ANONIM SIRKETI,18291
BNP PARIBAS FORTIS,10361
BNP Paribas Fortis Funding,15113
BNP Paribas Fortis S.A.,24934
BNP Paribas Group,8455
BNP Paribas Home Loan SFH,8489
BNP Paribas Hungaria Bank Rt,10682
BNP Paribas Islamic Issuance B.V.,16383
BNP PARIBAS LEASE GROUP S.A.,8436
BNP PARIBAS LEASING SOLUTIONS AS,16580
BNP PARIBAS PERSONAL FINANCE S.A.,8405
BNP PARIBAS PERSONAL FINANCE SOUTH AFRICA LTD,25630
"BNP Paribas Personal Finance, S.A. de C.V., S.",15623
BNP Paribas Public Sector SCF,8522
BNP Paribas Real Estate Investment Management,12298
BNP Paribas S.A.,10987
BNP PARIBAS S.A.,10689
BNP Paribas SA,9122
