Target Name,Target No.
MAYBANK AGEAS HOLDINGS BERHAD,15952
Maybank Islamic Berhad,15883
MAYBANK SHARED SERVICES SDN. BHD.,15960
Mazoon Assets Company S.A.O.C.,16741
Mazoon Electricity Company SAOC,16740
"MBIA Global Funding, LLC",21784
MBIA Insurance Corporation,21806
MBSB BANK BERHAD,15878
MBT Systems GmbH,7751
MC FINANCE & CONSULTING ASIA PTE. LTD.,17925
MC FINANCE AUSTRALIA PTY LTD,3569
MCB Treasury AB,17592
MCC Holding (Hong Kong) Corporation Limited,10461
Mead Products LLC,23401
Meadowhall CMR Finance plc,9128
"MEC Finance USA, Inc.",21220
"Meccanica Holdings USA, Inc.",22665
MEDCO BELL PTE. LTD.,17983
Medco Laurel Tree Pte. Ltd.,17995
Medco Oak Tree Pte. Ltd,17975
Medco Platinum Road Pte Ltd,17963
