Target Name,Target No.
LEBUHRAYA DUKE FASA 3 SDN. BHD.,15992
LECTA S.A.,15175
Legacy Vulcan Corp,19086
Legend Fortune Limited,25405
LEGENDRE HOLDING 27 S.A.S.,8570
Leicester Securities 2014 Limited,11048
LEMS I LLC,24886
LENOVO PERPETUAL SECURITIES LIMITED,14999
Leonard Wood Family Communities LLC,23169
LET'S RENT A CAR S/A,4337
"LEVEL 3 ESCROW II, INC.",23973
"Level 3 Financing, Inc.",21819
"LEVEL 3 PARENT, LLC",24586
Leviathan Bond LTD,11187
LGE HoldCo VI B.V.,16361
LGT Bank AG,15074
LHR AIRPORTS LIMITED,9003
"Lianfa Group Co., Ltd.",6921
"Liaoning Zhongwang Group Co., Ltd.",6415
Liberty Interactive LLC,21498
Libertyville Bank & Trust Company,22687
