Target Name,Target No.
"Otkrytoe aktsionernoe obshchestvo ""Sankt-Peter",17264
"Otkrytoe aktsionernoe obshchestvo ""Vimm-Bill'-",17209
Otokoc Otomotiv Ticaret ve Sanayi Anonim Sirke,18261
OTP Jelzalogbank Zartkoruen Mukodo Rt.,10679
OUTDOOR INC.,23806
OvaScience Inc,23470
OVPH LIMITED,14978
Owens-Brockway Glass Container Inc.,21697
OXFORD STREET FINANCE LIMITED,12420
OXLEY MTN PTE. LTD.,17950
OZTEL HOLDINGS SPC LIMITED,2736
P. H. Glatfelter Company,20391
P.T. Bank Negara Indonesia (Persero) Tbk,9417
P.T. Summit Oto Finance,10811
P4 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,16995
PAC LEASE BERHAD,15863
Pacifico S.A. Entidad Prestadora de Salud,16840
PACKET ONE NETWORKS (MALAYSIA) SDN. BHD.,15898
PACNET LIMITED,10443
Paddy Power PLC,10909
PAKUWON PRIMA PTE. LTD.,17921
