Target Name,Target No.
ATF Netherlands B.V.,16423
Autopista Concesionaria Astur-Leonesa S.A.,8012
"AUTOPISTA DEL GUADALMEDINA, CONCESIONARIA ESPA",8164
Autopista Fernao Dias S.A.,4319
Autopista Litoral Sul S.A.,4321
Autopista Planalto Sul S.A.,4320
Autopista Regis Bittencourt S.A.,4318
"Autopista Tenango-Ixtapan de la Sal, S.A. de C",15657
"Autopistas Del Atlantico, C.E.S.A",8002
AXA Equitable Life Insurance Company,21303
AXA HOME LOAN SFH SA,8644
AXA Investment Managers,9281
Banca Popolare di Ancona SpA,12190
Banca Popolare di Aprilia - S.p.A.,12246
Banca Popolare di Lanciano e Sulmona SpA,12222
Banca Popolare di Lodi Investor Trust III,22005
Banca Popolare di Mantova SpA,12238
Banca Popolare di Ravenna SpA,12198
BANCA POPOLARE DI VICENZA SOCIETA PER AZIONI,12184
Barclaycard Funding PLC,9074
"BBVA 3 FTPYME,Fondo de Titulizacion de Activos",8036
