Target Name,Target No.
"Weiyuan State-owned Assets Operation Co., Ltd",7045
WEL NETWORKS LIMITED,16728
WELL KENT INTERNATIONAL ENTERPRISES (SHENZHEN),6990
Wellington International Airport Limited,16685
WELLTEC A/S,7910
WELSPUN ENERGY RAJASTHAN PRIVATE LIMITED,11686
Wendelstein 2015-1 UG (haftungsbeschraenkt),7784
"Wengfu (Group) Co., Ltd.",6414
"WESCO Distribution, Inc.",21428
WESTERN ANDHRA TOLLWAYS LIMITED,11861
Westernbank Puerto Rico,17013
WESTFIELD AMERICA MANAGEMENT LIMITED,3533
WestlandUtrecht Hypotheekbank N.V.,16126
WEX Bank,22499
"WEYBOSSET STREET CAPITAL, INC.",22285
WHARF MTN (SINGAPORE) PTE. LTD.,17879
WHARF REIC FINANCE (BVI) LIMITED,25400
WHEATLEY GROUP CAPITAL PLC,9706
WHEATLEY HOUSING GROUP LIMITED,9769
Wheaton Bank & Trust,22725
"White Pine Hydro Portfolio, LLC",23073
