Target Name,Target No.
Lazam-MDS Corretora e Administradora de Seguro,4548
LBBW Dublin Management GmbH,7675
LBBW Luxemburg S.A.,15128
LBC Tank Terminals Holding Netherlands B.V.,16342
LBG Capital No.1 plc,9435
LBG Capital No.2 plc,9436
LBPAM European Debt Funds S.A.,15274
LBS LIMITED PARTNERSHIP,22058
LCL EMISSIONS S.A.,8586
Leading Affluence Limited,10574
LEASE PLAN INDIA PRIVATE LIMITED,11517
LeasePlan Australia Limited,3368
LeasePlan Corporation N.V.,16139
LeasePlan Finance N.V.,16213
Leaseplan Finance N.V.,10949
Leasing Bancolombia S.A. Compania de Financiam,7321
LEASING BANISTMO S.A.,16762
LEASING CORFICOLOMBIANA S.A. COMPANIA DE FINAN,7322
"Leasing Slovenskej sporitlene,a.s.",18015
Leasing Sud Americano S.A.,5758
LEASYS S.P.A.,12312
