Target Name,Target No.
Vivalis Salaf,15455
Vix Logistica S.A.,4240
Vizag General Cargo Berth Private Limited,11648
VMED O2 UK FINANCING I PLC,9944
VMED O2 UK LIMITED,9943
Vorarlberger Landes- und Hypothekenbank Aktien,2847
VOSTOCHNAYA STIVIDORNAYA KOMPANIYA OOO,17297
VOSTOCHNAYA TRANSNATSIONAL'NAYA KOMPANIYA OOO,17276
VOYAGE CARE BONDCO PLC,9562
VPII ESCROW CORP.,5262
Vringo Inc,23035
VRIO FINCO 1 LLC,24626
VRX ESCROW CORP.,5324
VTR Comunicaciones SpA,5800
VTR Finance B.V.,16356
VUE INTERNATIONAL BIDCO PLC,9588
"VW Credit Canada, Inc.",5067
"VW Credit, Inc.",21316
VZ Vendor Financing II B.V.,16482
W.R. Grace & Co (Connecticut Division),21310
WAFABAIL (STE) S.A.,15452
