Target Name,Target No.
Stena Holland B.V.,16189
STERIS Irish FinCo Unlimited Co,11089
"STERLING BANK AND TRUST, FSB",23963
Sterling Capital Trust VII,22957
STERLING NATIONAL BANK,19340
Sterling Savings Bank,22204
STERLITE POWER GRID VENTURES LIMITED,11719
STERLITE POWER TRANSMISSION LIMITED,11772
STEUBEN TRUST COMPANY,19053
"Stevens Holding Company, Inc.",24737
STG Global Finance B.V.,7927
STIFEL BANK & TRUST,22428
STMicroelectronics Finance B.V.,16279
Stock Building Supply Holdings Inc,23666
STOCK YARDS BANK & TRUST COMPANY,22848
STOCKLAND TRUST MANAGEMENT LIMITED,3667
Stone Container Finance Company of Canada,5005
STONEGATE PUB COMPANY FINANCING PLC,9643
STONEGATE PUB COMPANY LIMITED,9560
STOREBRAND BOLIGKREDITT AS,16559
Storebrand livsforsikring A/S,16544
Stork Acceptance S.A.,15206
STRATEGIC CAPITAL BANK,22306
STRATUS CAPITAL PUBLIC LIMITED COMPANY,10980
Straumann Hldg,1761
STUDENT FINANCE PLC,9813
Studio City Company Limited,25278
Studio City Finance Limited,10485
SU Toll Road Private Limited,11900
Suam Finance B.V.,7372
SUEDWESTBANK Aktiengesellschaft,7592
Suedzucker International Finance BV,16178
Sumitomo Bank International Finance NV,2747
Sumitomo Corporation Capital Asia Pte. Ltd.,17808
Sumitomo Corporation Capital Europe Plc,9001
Sumitomo Corporation Capital Netherlands B.V.,16167
Sumitomo Corporation of America,21933
Sumitomo Finance (Asia) Limited,10324
"Sumitomo Mitsui Finance and Leasing Company, L",13517
Sumitomo Mitsui Finance Australia Limited,3307
SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED,21752
"SUMITOMO MITSUI TRUST BANK, LIMITED SINGAPORE",17956
"Sumitomo Mitsui Trust Panasonic Finance Co.,Lt",13602
"SUMMIT MIDSTREAM HOLDINGS, LLC",24729
Sun Canada Financial Co.,21764
Sun Capital Trust V,21884
SUN COMMUNITIES OPERATING LIMITED PARTNERSHIP,21293
SUN DREAMS S.A.,5785
Sun Group Finance Pty Limited,3596
Sun Hung Kai & Co. (BVI) Limited,25259
Sun Hung Kai (ECP) Limited,10601
Sun Hung Kai Properties (Capital Market) Ltd,14691
Sun Hung Kai Properties Treasury (Cayman) Ltd,14737
Sun Hydraulics Corp,20588
Sun Interbrew Limited,2081
"Sun Life Financial Global Funding III, L.P.",22203
SUN PHARMA LABORATORIES LIMITED,11728
"Sunac Real Estate Group Co., Ltd.",6917
"SunAmerica Financial Group, Inc.",21006
SunAmerica Institutional Funding,21761
SUNBOURNE DEVELOPERS PRIVATE LIMITED,11763
SUNCOKE ENERGY PARTNERS FINANCE CORP.,23888
SUNCOR ENERGY VENTURES CORPORATION,5395
SUNCOR ENERGY VENTURES HOLDING CORPORATION,5354
SUNCORP INSURANCE FUNDING 2007 LIMITED,3415
SUNCORP-METWAY LIMITED,3553
SUNDARAM BNP PARIBAS HOME FINANCE LIMITED,11496
SUNDERLAND (SHG) FINANCE PLC,9107
Sunlight REIT MTN Limited,10642
SUNNOVA ENERGY CORPORATION,24534
SUNOCO LOGISTICS PARTNERS L.P.,20590
SUNOCO LOGISTICS PARTNERS OPERATIONS L.P.,22108
SUNREIT CAPITAL BERHAD,15926
SUNREIT PERPETUAL BOND BERHAD,16018
SUNREIT UNRATED BOND BERHAD,15940
"SunRidge Canyon, L.L.C.",23339
SUNRISE (CAYMAN) LIMITED,15027
Sunrise Communications Holdings S.A.,15210
Sunshine Life Insurance Corporation Limited,6983
"Sunstone Hotel Partnership, LLC",22375
SUNTEC REIT MTN PTE. LTD.,17913
SunTrust Capital I,21318
SunTrust Capital III,21504
