Target Name,Target No.
LIDER-INVEST AO,17285
LIEVRE POWER FINANCING CORPORATION,5199
Lifemiles LTD,3929
Light Energia S.A.,4255
Light Servicos de Eletricidade S.A.,4328
"LIICA HOLDINGS, LLC",22648
Lima Airport Partners S.R.L.,16820
Limited Liability Partnership Zhaikmunai,15065
LIN Television Corporation,21376
Linhares Geracao S.A.,4226
Linhas de Transmissao de Montes Claros S.A.,4258
Link 2019 CB Limited,10614
LINKLEASE FINANCE PLC,9903
Linter Textiles Corporation Limited,3255
Lintran do Brasil Participacoes S.A.,4287
Lion Biotechnologies Inc,22504
LION CONNECTICUT HOLDINGS INC.,21322
LIONS GATE CAPITAL HOLDINGS LLC,24628
LIQUID TELECOMMUNICATIONS FINANCING PLC,15513
Liquor Stores N.A. Ltd.,4941
Listrindo Capital B.V.,16286
