Target Name,Target No.
Tyco Electronics Group S.A.,15131
Tyco International Holding S. a r.l.,15352
TYCO INTERNATIONAL PUBLIC LIMITED COMPANY,11044
Tyseley Finance PLC,9043
U MICROFINANCE BANK LIMITED,16940
U. S. BANCORP CAPITAL I,21372
U. S. Steel Canada,5007
"U.S. Auto Parts Network, Inc.",19554
U.S. Bank National Association,21442
U.S.B. Realty Corp.,22237
UA Finance (BVI) Limited,25234
UAL Corporation Capital Trust I,21492
UBI Banca International S.A.,15148
UBI Banca Private Investment S.p.A.,12242
UBI Leasing Spa,12271
"Ubiquiti Networks, Inc.",23294
UBS (LUXEMBOURG) ISSUER SA,15204
UBS (Luxembourg) S.A.,15188
UBS (Luxembourg) SA,15154
UBS Americas Inc,21089
UBS Bank USA,23165
UBS Capital Securities (Jersey) Limited,12440
UBS Deutschland AG,7656
UBS Europe SE,7795
UBS Finance (Curacao) N.V.,7361
UBS Finance (Delaware) LLC,21327
UBS GROUP FUNDING (JERSEY) LIMITED,12480
UBS Group Funding (Switzerland) AG,5664
UBS Preferred Funding Trust V,22082
UDUPI KASARGODE TRANSMISSION LIMITED,12029
UDX Special Purpose Company,13530
UFJ Finance Aruba A.E.C.,3703
UIL HOLDINGS CORPORATION.,24268
UK COAL plc,8734
UK POWER NETWORKS HOLDINGS LIMITED,9474
UK RENTS (NO. 1) PLC,9029
ULC Co,9390
Ulster Bank Ireland Limited,10951
Ultra Resources Inc,22842
Ultragaz Participacoes Ltda.,4095
Ultrapar International S.A.,15354
"UMB Bank, n.a.",22165
UMH ENERGY PARTNERSHIP,5170
Umpqua Bank,22469
UNE EPM Telecomunicaciones S.A.,7336
UNEDIC,8413
Unibail Holding SA,1864
UNIBET GROUP PLC,15485
Unican Limited,25310
UniCredit Banca per la Casa SpA,12214
UniCredit Banca SpA,12215
Unicredit Bank Austria AG,2826
"UniCredit Bank Czech Republic and Slovakia, a.",18020
"UniCredit Bank Czech Republic, a.s.",7401
UniCredit Bank Hungary Zrt,10680
"UniCredit Bank Slovakia, a.s.",18009
UNICREDIT BANKA SLOVENIJA d.d.,18001
UniCredit Corporate Banking SpA,12223
"UNICREDIT DELAWARE, INC.",22461
UniCredit Factoring S.p.A.,12247
UniCredit Family Financing Bank SpA,12226
Unicredit International Bank(LUXEMBOURG) SA,15172
UniCredit Jelzalogbank Zrt,10686
UNICREDIT LEASING CORPORATION IFN SA,17126
UniCredit Luxembourg Finance S.A.,15174
UniCredit Luxembourg SA,15108
UniCredit Private Banking SpA,12230
UniCredit Tiriac Bank S.A.,17121
Unicredito Italiano Capital Trust III,22032
UniCredito Italiano Capital Trust IV,22031
Unicredito Italiano Spa,161
UNIDAD PUNTA DE RIELES SOCIEDAD ANONIMA,25190
Unidas S.A.,4175
UNIFERGIE UNION POUR LE FINANCEMENT DES ECONOM,8638
Unilever Finance International B.V.,16255
Unilever Finance Netherlands B.V.,16480
Union Fenosa Finance B.V.,16192
"Union Fenosa Financial Services USA, L.L.C.",21935
Union Fenosa Preferentes S.A. (Sociedad Uniper,8086
Union First Market Bank,22493
Union First Market Bankshares Corporation,20671
Union State Capital Trust I,21612
UNION TANK CAR COMPANY,21119
