Target Name,Target No.
EIKA BOLIGKREDITT AS,16554
Eileme 2 AB (publ),17586
EIRLES THREE DESIGNATED ACTIVITY COMPANY,10930
Eirles Two Limited,10927
"EL CORTE INGLES, S.A.",8118
"El Monte Participaciones Preferentes, S.A.U.",8040
ELECTRICITY NORTH WEST LIMITED,9036
ELECTRO SOLAIRE PRIVATE LIMITED,11989
ELEJOR - Centrais Eletricas do Rio Jordao S.A.,4331
Eletrosul Centrais Eletricas S.A.,4358
ELIA TRANSMISSION BELGIUM SRL,3813
Eliott Capital S.a r.l.,15394
Ellevio AB,17670
"Elm Road Generating Station Supercritical, LLC",22967
Elog S.A.,4246
E-MART24 INC.,14557
E-martmall Inc.,14566
EMD FINANCE LLC,24111
EMECO PTY LIMITED,3349
"EMERALD EXPOSITIONS EVENTS, INC.",24485
"EMERALD EXPOSITIONS HOLDING, INC.",23618
