Target Name,Target No.
WALWHAN SOLAR MP LIMITED,11645
Wan Hai Lines (Singapore) Pte Ltd.,17814
Wanda Properties Global Co. Limited,25416
Wanda Properties International Co. Limited,25304
WANDA PROPERTIES OVERSEAS LIMITED,25297
"WANJIANG FINANCIAL LEASING CO., LTD.",7005
Want Want China Finance Limited,25289
Wardha Solar (Maharashtra) Private Limited,11838
WAREHOUSE REIT PLC,9844
Warner Chilcott Company LLC,17016
"WARNER MEDIA, LLC",24678
Warora-Kurnool Transmission Limited,11846
WASHINGTON AIRCRAFT 1 COMPANY LIMITED,11038
WASHINGTON AIRCRAFT 2 COMPANY LIMITED,11052
Waste Management of Canada Corporation,5153
WATERMARK INFRATECH PRIVATE LIMITED,11875
WEA Finance LLC,22206
Wealth Driven Limited,25357
Webster Bank NA,21786
WEC Company,21574
WEICHAI INTERNATIONAL HONG KONG ENERGY GROUP C,10553
Weightwatchers International Inco,224
Weimob Investment Limited,25423
Weinviertler Sparkasse AG,2865
"Weiyuan State-owned Assets Operation Co., Ltd",7045
WEL NETWORKS LIMITED,16728
WELL KENT INTERNATIONAL ENTERPRISES (SHENZHEN),6990
WELLCOME TRUST FINANCE PLC,9283
Wellington International Airport Limited,16685
Wells Fargo Bank International,10974
Wells Fargo Bank NA,21275
Wells Fargo Bank NA (San Francisco Branch),24844
WELLS FARGO BANK NORTHWEST NATIONAL ASSOCIATIO,21324
Wells Fargo Bank South Central National Associ,22335
"Wells Fargo Bank, National Association",25080
Wells Fargo Canada Corporation.,5442
Wells Fargo Capital II,21396
Wells Fargo Capital VIII,20984
Wells Fargo Capital X,22240
Wells Fargo Capital XII,20952
Wells Fargo Financial Canada Corporation,5020
WELLS FARGO NATIONAL BANK WEST,24935
WELLTEC A/S,7910
WELSPUN ENERGY RAJASTHAN PRIVATE LIMITED,11686
Wendelstein 2015-1 UG (haftungsbeschraenkt),7784
"Wengfu (Group) Co., Ltd.",6414
WERELDHAVE PROPERTY CORPORATION PLC,9092
"WESBANCO BANK, INC.",22787
"WESCO Distribution, Inc.",21428
Wessex Water Services Finance PLC,9028
West Penn Power Company,21123
Westdeutsche ImmobilienBank AG,7639
WESTERN ALLIANCE BANK,22673
WESTERN ANDHRA TOLLWAYS LIMITED,11861
"WESTERN GAS EQUITY PARTNERS, LP",23505
Western Power Distribution (East Midlands) plc,9407
Western Power Distribution (South Wales) plc,9044
Western Power Distribution (South West) plc,9168
Western Power Distribution (West Midlands) plc,9370
WESTERN POWER DISTRIBUTION PLC,9698
WESTERN TRANSMISSION (GUJARAT) LIMITED,11865
Westernbank Puerto Rico,17013
WESTFIELD AMERICA MANAGEMENT LIMITED,3533
"Westfield Financial, Inc.",20721
WESTFIELD UK & EUROPE FINANCE PLC,9535
WestlandUtrecht Hypotheekbank N.V.,16126
Westpac Capital Trust III,21818
Westpac Capital Trust IV,21908
Westpac Securities Administration Limited,3275
Westpac Securities NZ Limited,16667
Westpac Securities NZ Limited,9377
WestpacTrust Securities New Zealand Limited,9174
WESTPORTS MALAYSIA SDN. BHD.,15821
WETHERBY SECURITIES 2017 LIMITED,12495
WEX Bank,22499
"WEYBOSSET STREET CAPITAL, INC.",22285
WEYERHAEUSER COMPANY LIMITED,5321
Weyerhaeuser Real Estate Company,21334
WGZ BANK AG Westdeutsche Genossenschafts-Zentr,7597
Wharf Finance (2014) Limited,25239
Wharf Finance (BVI) Limited,10349
Wharf Finance (No. 1) Limited,10430
Wharf Finance Limited,10428
