Target Name,Target No.
Liberty Interactive LLC,21498
Libertyville Bank & Trust Company,22687
LIDER-INVEST AO,17285
LIEVRE POWER FINANCING CORPORATION,5199
Lifemiles LTD,3929
Light Energia S.A.,4255
Light Servicos de Eletricidade S.A.,4328
"LIICA HOLDINGS, LLC",22648
Lima Airport Partners S.R.L.,16820
Limited Liability Partnership Zhaikmunai,15065
LIN Television Corporation,21376
Linhares Geracao S.A.,4226
Linhas de Transmissao de Montes Claros S.A.,4258
Link 2019 CB Limited,10614
LINKLEASE FINANCE PLC,9903
Linter Textiles Corporation Limited,3255
Lintran do Brasil Participacoes S.A.,4287
Lion Biotechnologies Inc,22504
LION CONNECTICUT HOLDINGS INC.,21322
LIONS GATE CAPITAL HOLDINGS LLC,24628
LIQUID TELECOMMUNICATIONS FINANCING PLC,15513
Liquor Stores N.A. Ltd.,4941
Listrindo Capital B.V.,16286
Litalico Inc,13740
Liverpool Victoria Friendly Society Limited,9309
LIVEWEST CAPITAL PLC,9614
LIVEWEST HOMES LIMITED,9880
LIVEWEST TREASURY PLC,9927
LIXXBAIL S.A.,8438
Lizebeth Builders & Developers Private Limited,11988
LLPL CAPITAL PTE. LTD.,17970
LM GROUP HOLDING A/S,7912
LMA S.A.,8418
LMA-AMERICAS LLC,22542
LMIRT CAPITAL PTE. LTD.,17886
LOCAP LLC,22397
Logo Star Limited,25298
LOJAS RIACHUELO SA,4402
London Power Networks PLC,9120
LONGHURST GROUP LTD,9537
Lonza Swiss Finanz AG,5600
LOS ANGELES CALIF DEPT WTR & PWR REV,22524
Lower Mattagami Energy Limited Partnership,5192
LOXAM S.A.S.,8563
LR REALKREDIT A/S,7900
LRP Landesbank Rheinland-Pfalz (Luxembourg Bra,15152
LS Cable Ltd,14306
LS Finance (2017) Limited,25246
LS Finance (2022) Limited,25260
LS Finance (2025) Limited,25338
"LS MTRON CO., LTD.",14303
LS Power Funding Corporation,21437
LSD Bonds (2017) Limited,25387
LSEG Netherlands,16488
LSEGA FINANCING PLC,9960
LSF9 Balta Issuer S.A.,15325
LXI REIT,9814
LYB International Finance II B.V.,16401
"LYB INTERNATIONAL FINANCE III, LLC",24914
M.R.L POSNET PRIVATE LIMITED,11758
Ma'aden Phosphate Company,17379
Madrilena Red de Gas Finance B.V.,16350
Madrilena Red de Gas S.A.U.,8102
MAF SUKUK LTD.,14895
MAGACELA SOLAR 1 SA,8156
MAGELLAN SPOLKA AKCYJNA,16951
"MAGIC MERGECO, INC.",25154
Magna International Investments S.A.,15339
Mahindra Bebanco Developers Limited,11653
MAHINDRA HAPPINEST DEVELOPERS LIMITED,11817
MAHINDRA HOMES PRIVATE LIMITED,11675
Mahindra Integrated Township Limited,11737
MAHINDRA RURAL HOUSING FINANCE LIMITED,11668
MAHINDRA STEEL SERVICE CENTRE LIMITED,11933
Mahindra Vehicle Manufacturers Ltd,11583
MAHINDRA WORLD CITY (JAIPUR) LIMITED,11643
MAHINDRA WORLD CITY DEVELOPERS LIMITED,11718
Mahogany Capital Limited,3336
MAHOPAC BANK,22762
MAIL.RU FINANCE OOO,17296
MAINSOURCE BANK,22095
Maithon Power Ltd,11617
Majapahit Holding B.V.,16249
MAJID AL FUTTAIM HOLDING (L.L.C),2702
MALINA FINANCING 2013-1 PLC,9605
Man AP Strategic Ltd,3870
Man Multi-Strategy Series 3 Limited,3872
Man Multi-Strategy Series 4 Limited,3873
Man Multi-Strategy Series 5 Limited,3874
MAN STRATEGIC HOLDINGS LIMITED,9595
Mandatum Henkivakuutusosakeyhtio,8214
Manila North Tollways Corp,16901
Mantegna Finance S.r.l.,12179
Manufacturers and Traders Trust Company,21196
MANUFACTURERS BANK,22867
Maple Leaf Sports and Entertainment Limited,5073
Mapletree Greater China Commercial Treasury Co,10530
MAPLETREELOG TREASURY COMPANY PTE. LTD.,17811
MAR SUKUK LIMITED,14997
MARB BONDCO PLC,9817
