Target Name,Target No.
Autopista Litoral Sul S.A.,4321
Autopista Planalto Sul S.A.,4320
Autopista Regis Bittencourt S.A.,4318
"Autopista Tenango-Ixtapan de la Sal, S.A. de C",15657
"Autopista Vasco-Aragonesa, Concesionaria Espan",8005
"Autopistas Del Atlantico, C.E.S.A",8002
"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",17022
AXA Bank Europe NV/SA,3773
AXA Bank Europe SCF,8537
AXA BANQUE FINANCEMENT S.A.,8615
AXA BANQUE S.A.,8515
AXA Belgium Finance (NL) BV,16145
AXA Equitable Life Insurance Company,21303
AXA France Assurance,8477
AXA HOME LOAN SFH SA,8644
AXA Investment Managers,9281
Axiata SPV1 (Labuan) Limited,15896
Axiata SPV2 Berhad,15938
Axiata SPV5 (Labuan) Limited,16024
AXIS REIT SUKUK BERHAD,15933
