Target Name,Target No.
THE EAST OHIO GAS COMPANY,25005
The Edinburgh Investment Trust plc,8859
The Export-Import Bank of Korea,14193
The Farmers State Bank,23672
THE FIRST CAPITAL BANK OF KENTUCKY,22331
The First National Bank and Trust Company of O,22254
The First National Bank in Creston,23657
The First National Bank of Long Island,24519
The First State Bank,22645
The Great Eastern Life Assurance Company Ltd,17872
THE GREAT ROLLING STOCK COMPANY LIMITED,9463
"The Higashi-Nippon Bank,Limited",12962
"THE HILLMAN GROUP, INC.",22118
"The Hiroshima Bank,Ltd.",13121
THE HOME SAVINGS AND LOAN COMPANY,22694
The HongKong and Shanghai Banking Corporation,3381
The Hongkong and Shanghai Banking Corporation,10325
The Hongkong and Shanghai Banking Corporation,17790
The Hongkong and Shanghai Banking Corporation,16684
The Huntington National Bank,21254
THE ISRAEL ELECTRIC CORP. LTD.,11155
