Target Name,Target No.
"BioMed Realty Trust, Inc.",18561
"BioTime, Inc.",19778
Bitronic Limited,10489
BIVERBANCA Cassa di Risparmio di Biella e Verc,12188
BIZ FINANCE PLC,9454
BIZNES-NEDVIZHIMOST' AO,17290
BK Brasil Operacao e Assessoria a Restaurantes,4312
BL Superstores Finance PLC,9271
"Black & Decker Holdings, LLC",21469
BLADALEN BIDCO AS,16608
BLD Property Holdings Limited,9054
Blend Funding PLC,9892
Blue Bright Limited,10635
BLUE CUBE SPINCO INC.,24232
Blue Granite Investments No 1 (RF) Limited,25574
Bluestep Bank AB (publ),17649
BM&F Bovespa S.A. - Bolsa de Valores Mercadori,4176
BM&F Bovespa SA Bolsa de Valores Mercadorias e,4181
BMBG Bond Finance S.C.A.,15285
"BMC East, LLC",22813
BNC-Banco Nacional de Credito SA,17039
