Target Name,Target No.
BMW Canada Inc.,5138
BMW Finance N.V.,16160
BMW Finance S.N.C.,8602
"BMW FINANCIAL SERVICES KOREA CO.,LTD.",14304
BMW India Financial Services Private Limited,11631
BMW Japan Finance Corporation.,13499
BMW Malta Finance Ltd,15489
"BMW US Capital, LLC",21982
BMO Capital Trust,5046
BMO Capital Trust II,5143
BMO Harris Bank National Association,21207
BMO Subordinated Notes Trust,5184
BNP Paribas (China) Limited,6453
BNP Paribas (Taipei Branch),18473
BNP Paribas Arbitrage Issuance B.V.,16228
BNP Paribas Arbitrage SNC,8454
BNP Paribas Capital Trust VI,21799
BNP PARIBAS CARDIF S.A.,8491
BNP PARIBAS COLOMBIA CORPORACION FINANCIERA S.,7345
BNP PARIBAS Emissions- und Handelsgesellschaft,7635
