Target Name,Target No.
INMOBILIARIA APOQUINDO SA,5806
Inner Mongolia Datang International Tuoketuo P,6681
InPower BC General Partnership,5287
Insituform Technologies,2164
INSTITUTIONAL SHAREHOLDER SERVICES INC.,22862
Integer Investment PCC Limited,10005
Integracao Transmissora de Energia S.A.,4471
INTELLECT AIM MANAGEMENT LTD.,25417
INTERACTIVE VISUAL SOLUTIONS PRIVATE LIMITED,11913
Inter-American Development Bank,22506
INTERCEMENT BRASIL S.A.,4141
INTERCHILE S.A.,5808
Intergas Finance B.V.,16230
Interligacao Eletrica do Madeira S.A.,4257
Interligacao Eletrica Garanhuns S.A.,4295
Intermarket Bank AG,2883
International Bank for Reconstruction and Deve,22507
"International Far Eastern Leasing Co., Ltd.",6457
INTERNATIONAL FINANCE FACILITY FOR IMMUNISATIO,9291
INTERNATIONAL POWER FINANCE (2010) PLC,9456
International Transmission Company,21829
