Target Name,Target No.
EFG Hellas (Cayman Islands) Limited,14758
EFG Hellas Funding Limited,12415
EFG Hellas PLC,9077
EFG INTERNATIONAL (GUERNSEY) LIMITED,10015
EFG International Finance (Guernsey) Limited,10011
EFG-HERMES MENA SECURITIES LIMITED,25223
Efibanca SpA,12151
EIB SUKUK COMPANY LTD.,14806
EIG INVESTORS CORP.,23675
EIKA BOLIGKREDITT AS,16554
Eileme 2 AB (publ),17586
Eircom Finance DAC,11021
EIRCOM HOLDINGS (IRELAND) LIMITED,11009
EIRLES THREE DESIGNATED ACTIVITY COMPANY,10930
Eirles Two Limited,10927
EKOVEST LAND SDN. BHD.,15986
"EL CORTE INGLES, S.A.",8118
"El Monte Participaciones Preferentes, S.A.U.",8040
"EL PASO PIPELINE PARTNERS OPERATING COMPANY, L",22992
"El Paso Tennessee Pipeline Co., L.L.C.",21072
Elan Finance plc,10952
"ELDORADO RESORTS, INC.",24007
Electra Private Equity PLC,2540
ELECTRICITY NORTH WEST LIMITED,9036
ELECTRO SOLAIRE PRIVATE LIMITED,11989
ELEJOR - Centrais Eletricas do Rio Jordao S.A.,4331
"ELEMENTIA, S.A.B. DE C.V.",15629
Eletrosul Centrais Eletricas S.A.,4358
ELIA TRANSMISSION BELGIUM SRL,3813
Eliott Capital S.a r.l.,15394
Ellevio AB,17670
"Elm Road Generating Station Supercritical, LLC",22967
Elog S.A.,4246
Elsevier Finance SA,5573
Elsevier Properties SA,5581
EMAAR MGF LAND LIMITED,11544
EMAAR SUKUK LIMITED,14877
E-MART24 INC.,14557
E-martmall Inc.,14566
"Embarq Florida, Inc",21121
Embraer Netherlands Finance B.V.,16393
Embraer Overseas Limited,14786
EMD FINANCE LLC,24111
EMECO PTY LIMITED,3349
EMERA HOLDINGS NS COMPANY,5343
EMERA US FINANCE LP,24341
"EMERALD EXPOSITIONS EVENTS, INC.",24485
"EMERALD EXPOSITIONS HOLDING, INC.",23618
EMERGING MARKETS CAPITAL PROTECTED INVESTMENTS,14886
EMERIS,14891
EMG SUKUK LIMITED,14946
Emgesa S.A. E.S.P.,7325
EMH TREASURY PLC,9626
Emirates Airline,2700
EMIRATES NBD 2014 TIER 1 LIMITED,14951
EMIRATES NBD AUTO FINANCE LIMITED,12451
EMIRATES NBD PJSC SINGAPORE BRANCH,17920
EMIRATES NBD TIER 1 LIMITED,14925
Emirates Semb Corp Water and Power Company PJS,2734
"Emisora Santander Espana, S.A. Unipersonal",8125
EMLAK KATILIM VARLIK KIRALAMA ANONIM SIRKETI,18290
Emmi Finanz AG,5628
"EMPOWER FINANCE 2020, LP",25074
Empresa Amazonense de Transmissao de Energia S,4251
Empresa Brasileira de Telecomunicacoes S.A. EM,4137
Empresa Concessionaria de Rodovias do Sul S.A.,4221
Empresa de Servicios Sanitarios de Los Lagos S,5752
Empresa de Transmissao de Varzea Grande S.A.,4458
EMPRESA DE TRANSMISSAO DO ALTO URUGUAI S.A.,4359
Empresa de Transmissao do Espirito Santo S.A.,4455
Empresa de Transporte de Pasajeros Metro S.A.,5760
Empresa Electrica Angamos S.A.,5772
"Empresa Generadora de Electricidad ITABO, S.A.",7928
EMPRESA NORTE DE TRANSMISSAO DE ENERGIA S.A.,4250
Empresa Paraense de Transmissao de Energia S.A,4269
EMPRESA SUDESTE DE TRANSMISSAO DE ENERGIA S.A.,4508
Empresas Red Salud S.A.,5780
"EN VALUE 1ST Co., Ltd.",14607
EN WIND POWER PRIVATE LIMITED,11754
ENA Norte Trust,16758
Enagas Financiaciones S.A.U.,8114
Enbridge (U.S.) Inc.,23668
Enbridge Gas Distribution Inc,5012
