Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
Neerg Energy Ltd,15512,neerg energy,neerg,,,,,ERG,34373,99.4,ERG,88581,99.4,ERG,109401,99.4,ERG (Non-NASDAQ OTC),205050,99.4,ERG (Non-NASDAQ OTC),236210,99.4,ERG (Frankfurt),269970,99.4,ERG (SEAQ International),294614,99.4,ERG (Berlin),300819,99.4,ERG (XETRA),311758,99.4,RG Investment,21568,99.29
NEFTEGAZKHOLDING AO,17226,neftegazkholding ao,neftegazkholding,,,,,AB Holding Group,69542,99.54,EFT Group,46809,99.27,TEG Group (the),51003,99.27,EFT Holdings,53968,99.27,Gaz,118981,99.27,EFT Holdings (Berlin),285878,99.27,TEG Group (the) (Berlin),289672,99.27,EFT Holdings (XETRA),305697,99.27,TEG Group (the) (XETRA),316027,99.27,LD Holdings,55647,99.19
"Neoenergia Itabapoana Transmissao de Energia,",4514,neoenergia itabapoana transmissao de energia,neoenergia,Neoenergia On,80708.0,,,Neoenergia On,80708,99.46,Neoenergia On (BSP),149694,99.46,Neoenergia On,215774,99.46,Neoenergia On,216540,99.46,Energia,1580,99.27,Energia,34315,99.27,Neoen,87796,99.2,Neoen (Non-NASDAQ OTC),247461,99.2,Neoen (Frankfurt),272935,99.2,RGI,21569,99.13
"NEP GROUP, INC.",24188,nep,nep,NEP Realty and Industry,121267.0,,,Snep,22238,99.86,Nepa AB,121268,99.86,Nepon,112065,99.75,Nepes,121269,99.75,Neptun,37405,99.67,Onepak Inc,75585,99.67,Neptis,112066,99.67,Nepline,28678,99.6,Neptune,121271,99.6,Nephros,137592,99.6
Neptune Finco Corp.,24230,neptune finco corp.,neptune,Neptune,121271.0,Neptune Digital (Non-NASDAQ OTC) Assets,247465.0,Neptune Minerals,49250,99.63,Neptune Minerals (Berlin),302226,99.63,Neptune Capital,10424,99.59,Neptune Industries,56258,99.59,Neptune Society,208027,99.59,Neptune Marine Services (XETRA),313895,99.57000000000001,Neptune Resources,10425,99.56,Neptune Orient Lines,37407,99.56,Neptune Orient (London) Lines,228247,99.56,Neptune Orient Lines (Non-NASDAQ OTC),238371,99.56
Neptuno Finance Limited,10539,neptuno,neptuno,,,,,Neptun,37405,99.92,UNO,51358,99.6,Tu International,58193,99.44,T Bank,22692,99.25,O-Bank,115989,99.25,Romanta Estival 2002 Neptun,113167,91.42999999999999,Neptune,121271,86.0,Neptune Group (XETRA),313894,86.0,G Neptune,109767,85.89,Neptun-Olimp,112067,85.88
"Nerco, Inc.",21199,nerco,nerco,Nerco (Toronto),215777.0,,,Nerco (Toronto),215777,100.0,Erco,34371,99.89,Minerco,130749,99.83,Enercorp,54049,99.77,RCO Holdings,50042,99.75,Enercon Data,72245,99.59,RC Group,50039,99.57000000000001,Minerco Resources (Berlin),287915,99.45,Enerco Enterprises,25809,99.43,Company-Enerco Resources A,6603,99.43
NetJets Inc,22389,netjets,netjets,,,,,Net (XETRA),20454,99.6,ETS Group,100413,99.6,ETS Holdings,109425,99.6,ETS International,157999,99.6,TJ International,77617,99.44,TS,123705,99.44,TS Investment,141608,99.44,TJ International (Berlin),303409,99.44,T Bank,22692,99.25,J Trust,110632,99.25
NETMEDS MARKETPLACE LIMITED,12009,netmeds marketplace,netmeds,,,,,Netmed,130898,99.48,Net (XETRA),20454,99.27,DS Securities Investment,25630,99.19,DS,34066,99.19,T Bank,22692,99.1,Netmedia,37417,85.66,Nestmedic,112069,85.64,Netmeasure Technology,75216,85.64,Mnet Media,37105,85.62,Bnet Media Group Incorporated,52745,85.62
NETTLE INFRASTRUCTURE INVESTMENTS LIMITED,12021,nettle infrastructure investments,nettle,,,,,Lomas Nettleton Mortgage Warrants 90,145639,99.41,ETT Limited,1641,99.17,Net (XETRA),20454,99.17,ETT,34404,99.17,ETT,100414,99.17,TT International,123721,99.11,TT International (Munich),289888,99.11,T Bank,22692,99.06,Fashionette,92669,90.45,Fashionette (XETRA),92670,90.45
NETWORK I2I LIMITED,15516,network i2i,network,Network General,75235.0,Digital Network (Non-NASDAQ OTC),245082.0,Network Six (Berlin),302239,99.82000000000001,Network Company,37421,99.78,Network Group Holdings,49259,99.78,Network Holdings International,56276,99.78,Network Security,66841,99.78,Network International Holdings,124791,99.78,Network (London),232546,99.78,Network (Non-NASDAQ OTC) International Holdings,247475,99.78,Network (Frankfurt) International Holdings,272961,99.78,International Network (Berlin),301590,99.78
Network i2i Ltd,11562,network i2i,network,Network General,75235.0,Digital Network (Non-NASDAQ OTC),245082.0,Network Six (Berlin),302239,99.82000000000001,Network Company,37421,99.78,Network Group Holdings,49259,99.78,Network Holdings International,56276,99.78,Network Security,66841,99.78,Network International Holdings,124791,99.78,Network (London),232546,99.78,Network (Non-NASDAQ OTC) International Holdings,247475,99.78,Network (Frankfurt) International Holdings,272961,99.78,International Network (Berlin),301590,99.78
"New Albertson's, Inc.",23197,new albertson's,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Era Electronics,121290,99.65,New Art Holdings,112081,99.64,New Value 'R' (XETRA),313961,99.64,New Korea Elecronics,37430,99.63,New Generation Holdings,56297,99.62,Neways Electronics International,94745,99.61,Neways Electronics (Frankfurt) International,272982,99.61,New Marathon Tours,20481,99.61,Newbold and Burton,49289,99.61,New Life Solutions,56302,99.61
"New Cingular Wireless Services,  Inc.",19067,new cingular wireless services,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New England Business Service,66852,99.72,New England Services,56294,99.68,Newtek Business Services,137614,99.67,New Zealand Wool Services International,37437,99.65,New Media Lottery Services,49276,99.64,New Media Lottery Services,56305,99.64,New Media Lottery Services (Berlin),288129,99.64,New Media Lottery (Berlin) Services,302252,99.64,New Media Lottery Services (XETRA),313948,99.64,New Century Resources,75255,99.63
NEW EMERGING WORLD OF JOURNALISM PRIVATELIMITE,11904,new emerging world of journalism privatelimite,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New World Infrastructure (SEAQ International),28705,99.49,New World Infrastructure,198569,99.49,New Zealand Rural Properties,37642,99.49,New England Business Service,66852,99.49,New World Communications Group 'A',75282,99.49,New World Resources Series A (Warsaw),37433,99.49,Bank New York Preferred A Adjustable Rate,193482,99.49,New World Power Units,198570,99.48,New England Properties,49272,99.47,New Energy One Acquisition,140968,99.47
"New Lion Bridge Co., Ltd.",25389,new lion bridge,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Line Cinema,66859,99.67,New Horizons Worldwide,56299,99.65,New Horizons Worldwide (Frankfurt),296175,99.65,New Horizon Kids (Berlin),302250,99.65,New Horizons Worldwide (XETRA),307340,99.65,New NRG,56308,99.64,New London,66860,99.64,News Rider,79607,99.64,New London,198559,99.64,New Mining (London),232552,99.64
NEW LOOK SECURED ISSUER PLC,9733,new look secured issuer,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Look Eyewear Incorp,159869,99.61,Newlook Industries,10510,99.59,New Oroperu Resources,10486,99.59,New Oroperu Resources (Non-NASDAQ OTC),238406,99.59,New Oroperu Resources (Frankfurt),280554,99.59,New Oroperu Resources (XETRA),313952,99.59,Bank of New York Cedear,148617,99.59,New Look Vision Group,10482,99.58,New Look Vision Group (Non-NASDAQ OTC),238404,99.58,New York Restaurant Group,66868,99.57000000000001
NEW METRO GLOBAL LIMITED,25384,new metro global,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,Renew Energy Global A,134932,99.7,Renew Energy Global (Frankfurt) A,265754,99.7,Newmarket Gold,10511,99.67,Newmarket Gold (Frankfurt),280571,99.67,Newton Gold (XETRA),313988,99.67,Newwest Gold,10522,99.64,Newmont Gold,66876,99.64,Newmont Gold (Frankfurt),222367,99.64,Newmont Gold (Paris-SBF),222368,99.64,Newwest Gold (Berlin),302272,99.64
New Pantai Expressway Sdn Bhd,15824,new pantai expressway sdn bhd,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Asia Realty and Trust Company Limited,169502,99.58,New Plan Excel Realty Trust,66862,99.56,New Plan Excel (XETRA) Realty Trust,307347,99.56,New Plan Realty Trust,66863,99.55,New Plan Realty Trust Depositary Shares,208069,99.55,New Arcadia Exploration,10457,99.54,New Straits Times Press (Malaysia),28927,99.54,New Asia Realty 'B',169501,99.54,New Plan Excel (Frankfurt) Real Trust,296177,99.54,New Canamin Resources,10462,99.52
New World Capital Finance Limited,25200,new world capital,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Bond Capital,37426,99.85,New Dover Capital,130913,99.82000000000001,New Corpcapital (XETRA),313935,99.81,New London Capital,49274,99.8,New Capital International Investment (XETRA),313934,99.79,New Horizons Capital,10476,99.76,New World China Land,28703,99.76,New World China Land (Non-NASDAQ OTC),238418,99.76,New World China Land (Frankfurt),280559,99.76,New World China Land (XETRA),313966,99.76
NEW YORK LIFE CAPITAL CORPORATION,22313,new york life capital corporation,new,Salant New,76635.0,New Portland (Non-NASDAQ OTC),238408.0,New Harvest Capital Corporation,75268,99.81,New Line Cinema Corporation,198558,99.77,New Hope Corporation,80712,99.68,New Hope Corporation (Non-NASDAQ OTC),247494,99.68,New Hope Corporation (Frankfurt),272971,99.68,New Hope Corporation (XETRA),313945,99.68,New Image Concepts Incorporation,75270,99.68,News Network Corporation,121306,99.67,New Valley Corporation (AMS),296181,99.65,New Arcadia Exploration,10457,99.64
