Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Rio Tinto America Inc.,21628,ICA AB,178995,90,"[('ICA AB', 90), ('AME', 90), ('Rio Tinto PLC', 90), ('Rio Tinto PLC', 90), ('ICA AB', 90), ('ICA AB', 90), ('Rio Tinto PLC', 90), ('AME', 90), ('Companhia Thermas Rio Quente', 86), ('JHSF Rio Bravo Fazenda Boa Vista Capital Property', 86)]"
"DCP MIDSTREAM, LLC",21629,DCP Midstream Unit,134049,95,"[('DCP Midstream Unit', 95), ('AM', 90), ('DC', 90), ('DS', 90), ('DST', 90), ('Re Capital', 90), ('Re Capital', 90), ('Tre', 90), ('IDS', 90), ('Stream', 90)]"
Huntington Capital I,21630,Hunt,65572,90,"[('Hunt', 90), ('Huntington Investment Trust', 90), ('Hunting', 90), ('Huntington Ingalls Industries', 90), ('Huntington Ingalls Industries BDR', 90), ('Huntington Investment Trust Fund', 90), ('Huntington Ingalls (BRN) Industries', 90), ('Huntington Ingalls (Pet) Industries', 90), ('Huntington Ingalls (Frankfurt) Industries', 90), ('Huntington Ingalls (XETRA) Industries', 90)]"
First Hawaiian Capital I,21631,First Hawaiian,134200,95,"[('First Hawaiian', 95), ('AWA', 90), ('First', 90), ('Firs', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90), ('First', 90)]"
Foster's Finance Corp.,21632,R S Corporation,29493,90,"[('R S Corporation', 90), ('INA', 90), ('FOS', 90), ('FOS', 90), ('S&F Capital', 90), ('Elekeiroz S A', 86), (""Foster's Group"", 86), (""Gibson's"", 86), (""Johnson's Well Rights Applications"", 86), ('Mcleod M S', 86)]"
Sovereign Real Estate Investment Trust,21633,R&R Real Estate Investment Trust,85657,91,"[('R&R Real Estate Investment Trust', 91), ('Investment Trust Corporation', 90), ('Real Estate', 90), ('Trust Invest', 90), ('E-Invest', 90), ('Real Security', 90), ('Investment Trust Corporation', 90), ('Stat', 90), ('Investment Trust Corporation', 90), ('Sovereign', 90)]"
"IROQUOIS GAS TRANSMISSION SYSTEM, L.P.",21634,Smis Corporation,113725,90,"[('Smis Corporation', 90), ('Stem', 90), ('Abilene Oil and Gas', 86), ('Apollo Gas', 86), ('Aurora Oil and Gas', 86), ('Australian Gas Light', 86), ('CH4 Gas', 86), ('Eastern Star Gas', 86), ('Empire Oil and Gas', 86), ('Energy Oil and Gas', 86)]"
Sky Financial Capital Trust I,21635,Financial Trust Corporation,195613,90,"[('Financial Trust Corporation', 90), ('Sky', 90), ('Financial Trust Corporation', 90), ('Financial Trust Corporation', 90), ('INA', 90), ('Financial Trust Corporation', 90), ('CIA', 90), ('Financial Trust Corporation', 90), ('SK Securities', 90), ('NC&', 90)]"
Bank One Capital III,21636,One,112488,90,"[('One', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Bank One', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('One', 90)]"
"GenOn REMA, LLC.",21637,Re Capital,67648,90,"[('Re Capital', 90), ('Re Capital', 90), ('LC Corporation', 90), ('Boryslavs KYI Zavod Rema', 86), ('R R Securities', 86), ('Genon Energy (Frankfurt)', 86), ('Remat', 76), ('Enso R', 75), ('Emax', 74), ('Emap', 74)]"
"Midwest Generation, LLC.",21638,Ion,73918,90,"[('Ion', 90), ('Genera', 90), ('Gener', 90), ('West', 90), ('Nera', 90), ('West', 90), ('ATI', 90), ('Ion', 90), ('West', 90), ('Generation Capital', 90)]"
"Toronto Dominion Holdings (U.S.A.), Inc.",21639,Dominion Securities,7294,90,"[('Dominion Securities', 90), ('Toro', 90), ('Holdings', 90), ('Inion', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('Toro', 90), ('Toro', 90), ('Corporation Holding', 90)]"
Zenith National Insurance Capital Trust I,21640,Zenith National Insurance,61887,96,"[('Zenith National Insurance', 96), ('Zenith National Insurance 144A Common', 91), ('National', 90), ('Zeni', 90), ('National', 90), ('National Insurance', 90), ('Zenit', 90), ('National', 90), ('National', 90), ('Zenith Capital', 90)]"
Credit Suisse Group Finance (US) Inc,21641,Group,54856,90,"[('Group', 90), ('Group', 90), ('Group', 90), ('Credit Suisse Group', 90), ('Credit Suisse Group', 90), ('Credit Suisse Group', 90), ('Adtrans Group', 86), ('Allco Finance Group', 86), ('Alliance Group Capital', 86), ('Allmine Group Limited', 86)]"
"ALLEGHENY ENERGY SUPPLY COMPANY, LLC",21642,Trust Company,4284,90,"[('Trust Company', 90), ('Energy', 90), ('Allegheny Energy', 90), ('Energy', 90), ('Energy', 90), ('Acer Energy', 86), ('Adelaide Energy', 86), ('Adelphi Energy', 86), ('ADG Global Supply', 86), ('Allgas Energy', 86)]"
Pemex Project Funding Master Trust,21643,Project Corporation,3397,90,"[('Project Corporation', 90), ('Pemex', 90), ('Emex', 90), ('Master Trust Limited', 90), ('Ask Funding', 86), ('Aetna Master Fund United Kingdom National Equity (SICAV)', 86), ('Global Strategy Master Limited Partnership Unit Partners', 86), ('BBVA Capital Funding', 86), ('Master Finance', 86), ('Master Holdings', 86)]"
THE KANSAS CITY SOUTHERN RAILWAY COMPANY,21644,Trust Company,4284,90,"[('Trust Company', 90), ('Southern', 90), ('Kansas City Southern', 90), ('Southern', 90), ('Kansas City Southern', 90), ('Arthur Yates and Company', 86), ('Bakixanov Company', 86), ('Burns Philp and Company', 86), ('Capital City Property', 86), ('City Development REIT', 86)]"
Monumental Global Funding II,21645,Monumental,66629,90,"[('Monumental', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('ADG Global Supply', 86), ('Ask Funding', 86), ('Bluestone Global', 86), ('Evans and Partners Global Distruption Fund', 86), ('Global Doctor', 86), ('Global Television', 86)]"
Ameren Energy Generating Company,21646,Trust Company,4284,90,"[('Trust Company', 90), ('Genera', 90), ('Energy', 90), ('Gener', 90), ('Nera', 90), ('Energy', 90), ('Energy', 90), ('Ameren', 90), ('Acer Energy', 86), ('Adelaide Energy', 86)]"
