Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
WISDOM PRODUCT S.A.E.C.A.,17080,wisdom product s.a.e.c.a.,wisdom,Wisdom International,58663.0,,,Wisdom Sports Group,105893,99.58,Wisdom Sports (Frankfurt),283005,99.58,Wisdomtree (Frankfurt) Petroleum ETC,141829,99.57000000000001,Wisdomtree Gold ETC (Frankfurt),141936,99.55,Wisdomtree Precious Metals ETC,141985,99.55,Wisdomtree Precious (Frankfurt) Metals ETC,141986,99.55,Wisdomtree Precious (Non-NASDAQ OTC) Metals ETC,240924,99.55,Wisdomtree Precious (Milan) Metals ETC,275984,99.55,Wisdomtree Precious (Munich) Metals ETC,275985,99.55,Wisdomtree Precious (Paris-SBF) Metals ETC,275986,99.55
Wiseyear Holdings Limited,10452,wiseyear,wiseyear,,,,,Wise Group,124148,99.67,Wise Group (Frankfurt),276038,99.67,ISE,9198,99.55,ISE (Berlin),287238,99.55,ISE (XETRA),312896,99.55,AR,24258,99.4,EA Holdings,109204,99.4,WI,124115,99.4,Sylea,22670,79.82000000000001,Soyea,39447,79.82000000000001
Wittur International Holding GmbH,7752,wittur holding gmbh,wittur,,,,,ITT,134453,99.27,ITT,197138,99.27,ITT (Tokyo),222013,99.27,ITT (AMS),237409,99.27,ITT (Pet),251716,99.27,ITT (Frankfurt),264041,99.27,ITT (XETRA),264042,99.27,ITT (Paris-SBF),287263,99.27,IT,27121,99.19,IT Group,55439,99.19
WL BANK AG Westfaelische Landschaft Bodenkredi,7615,wl westfaelische landschaft bodenkredi,wl,,,,,Bowlin Travel Centers,128478,99.44,Hewlett Packard Company BDR,149233,99.42,Hewlett Packard Certificates (Frankfurt) Dead,167289,99.42,Knowledge Universe Education Common Partner Unit,55576,99.42,Flawless Diamond (India),26008,99.41,Hewlett Packard Enterprise,133260,99.41,Hewlett Packard (Mexico) Enterprise,217891,99.41,Hewlett Packard (BRN) Enterprise,224733,99.41,Hewlett Packard (MIC) Enterprise,224734,99.41,Hewlett Packard (Frankfurt) Enterprise,263695,99.41
WLH PNW FINANCE CORP.,23976,wlh pnw corp.,wlh,,,,,LH Group,102245,99.27,IWL,2324,79.45,TWL,58212,79.45,BWL,99303,79.45,TWL Holdings,114580,79.45,IWL (Berlin),301635,79.45,Kewl,9414,79.44,Assetowl,81361,79.39,Superbowl Holdings,39746,79.38000000000001,Wilshire Bancorp,61826,66.95
WMIH CORP.,24144,wmih corp.,wmih,Wmih 3 Convertible Preference Series B 144A,211453.0,,,MIH,36972,99.46,MIH Holdings,36973,99.46,MIH,207736,99.46,MIH (Frankfurt),295966,99.46,Wmih 3 Convertible Preference Series B 144A,211453,99.34,IHQ,119695,79.51,Newmil Bancorp,75296,74.92,Newmil Bancorp (Berlin),302269,74.92,Smith Corona,200481,74.89,Michel y Comp,111707,74.86
Wohnungsbaugesellschaft JADE mbH,7750,wohnungsbaugesellschaft jade mbh,wohnungsbaugesellschaft,,,,,AFT,87,99.17,GES International,34848,99.17,UGE International,86807,99.17,GES International (Australian),215426,99.17,UGE International (Non-NASDAQ OTC),249582,99.17,UGE International (Frankfurt),266750,99.17,AFT (Berlin),284027,99.17,GES International (Berlin),301119,99.17,Wo Group,58671,99.12,El Company,109292,99.12
WOMEN'S COLLEGE PARTNERSHIP,5393,women's college partnership,women's,,,,,Men Investment Group,2744,99.2,WOM,58676,99.2,OM Holdings,3117,99.14,OM,43231,99.14,Wo Group,58671,99.14,OM Group,60832,99.14,OM Holdings,85128,99.14,OM Holdings International,131092,99.14,OM Holdings (Kuala Lumpur),218498,99.14,OM Holdings (Non-NASDAQ OTC),247749,99.14
WONDER SPACE PROPERTIES PRIVATE LIMITED,11914,wonder space properties private,wonder,Wonder,31652.0,,,Wonder Marine Resources,13832,99.56,Newonder Special Electric 'A',89573,99.53,Wonders Information 'A',90550,99.52,Wonders Information (SEC) 'A',214251,99.52,Wondershare Technology Group 'A',96729,99.49,Wondershare (SEC) Technology Group 'A',214252,99.49,Wonderful Times Group,124168,99.48,Wonderplanet,114905,99.47,Wonder Fibromats,105904,99.47,Wonder International Education and Investment Group,58680,99.47
Woods Equipment Company,21568,woods equipment,woods,Woods Investment,69384.0,Precious Woods (Non-NASDAQ OTC) Holding,239170.0,Abbey Woods Development,4734,99.63,Woodstock Investments,40789,99.61,Redwoods Acquisition,138043,99.57000000000001,Woodstream,69385,99.56,Woodspeen Training Group,51750,99.55,Woodside Petroleum (Swiss Stock Exchange),229090,99.55,Woodside Petroleum (London),233210,99.55,Woodside Petroleum (XETRA),290312,99.55,Redwoods Acquisition Units,190306,99.54,Woodside Energy Group,80292,99.53
Woodside Finance Ltd.,3262,woodside,woodside,Delta Woodside Industries,71816.0,Woodside Energy (Non-NASDAQ OTC) Group,249926.0,Woods Investment,69384,99.77,Woodside Energy Group,80292,99.7,Woodside Energy (BRN) Group,226131,99.7,Woodside Energy (London) Group,230705,99.7,Woodside Energy (Non-NASDAQ OTC) Group,249926,99.7,Woodside Energy (Frankfurt) Group,276079,99.7,Wood (Arthur),51741,99.67,Wood Group (John),124651,99.67,Wood Group (John) (Non-NASDAQ OTC),249925,99.67,Wood Group (John) (Frankfurt),276076,99.67
"WOODSIDE HOMES COMPANY, LLC",23653,woodside homes,woodside,Delta Woodside Industries,71816.0,Woodside Energy (Non-NASDAQ OTC) Group,249926.0,Woodside Energy Group,80292,99.69,Woodside Energy (BRN) Group,226131,99.69,Woodside Petroleum (Swiss Stock Exchange),229090,99.69,Woodside Energy (London) Group,230705,99.69,Woodside Petroleum (London),233210,99.69,Woodside Energy (Non-NASDAQ OTC) Group,249926,99.69,Woodside Energy (Frankfurt) Group,276079,99.69,Woodside Petroleum (XETRA),290312,99.69,Delta Woodside Merger,194793,99.63,Woodside Petroleum Deferred,153317,99.59
World's Foremost Bank,22794,world's foremost,world's,,,,,World,31661,99.48,World,114911,99.48,World Holdings,114912,99.48,World,124206,99.48,LD Holdings,55647,99.22,Wo Group,58671,99.22,LD Holdings (Berlin),287488,99.22,O-Bank,115989,99.12,Activeworlds (Berlin),299346,91.51,Worldsource,58701,85.81
WPC Eurobond B.V.,16429,wpc eurobond b.v.,wpc,WPC Resources (XETRA),290329.0,,,WPC Resources (XETRA),290329,99.47,WPCS International (Berlin),303786,99.29,WP,23712,99.21,PC Group,131241,99.21,WP (Frankfurt),283024,99.21,PC Group (Berlin),288494,99.21,C Holdings,24873,99.11,AWP Holdings (Suspended Since 10/10/90),481,79.4,IWP International,19010,79.4,TWP Holdings,40281,79.4
WRSS XXI (A) TRANSCO LIMITED,12018,wrss xxi transco,wrss,,,,,RS,122182,99.22,RS Group,124544,99.22,RS Group (Non-NASDAQ OTC),248486,99.22,RS Group (Frankfurt),274092,99.22,Express Transindo,100460,74.86,Express Transindo (Stuttgart),278650,74.86,Orissa Extrusions,29065,74.8,Express Insurance,82940,74.8,Swiss Army Brands,77353,74.8,Swiss Army Brands (Berlin),303287,74.8
Wuestenrot Bank AG Pfandbriefbank,7596,wuestenrot pfandbriefbank,wuestenrot,Wuestenrot Holding,23729.0,,,Wuestenrot and Wuert (Swiss Stock Exchange),226145,99.67,Wuestenrot Holding,23729,99.65,Wuestenrot and Wuertt (XETRA),96733,99.65,Wuestenrot and Wuerttembergische,90554,99.63,Wuestenrot and (Vienna Stock Exchange) Wuerttembergische,276088,99.63,Wuestenrot and Wuerttembergische 5.3% 05/05/2004,171447,99.49,Wuestenrot and Wuerttembergische 5.3% 05/05/2004,171448,99.49,Wuestenrot Bank Genussscheine 3.07313% 31/12/2006,171449,99.41,Sten,57751,99.28,Sten (Berlin),303223,99.28
Wuestenrot Bausparkasse Aktiengesellschaft,7655,wuestenrot bausparkasse aktiengesellschaft,wuestenrot,Wuestenrot Holding,23729.0,,,Wuestenrot and Wuerttembergische,90554,99.54,Wuestenrot and (Vienna Stock Exchange) Wuerttembergische,276088,99.54,Wuestenrot and Wuertt (XETRA),96733,99.51,Wuestenrot and Wuert (Swiss Stock Exchange),226145,99.48,Wuestenrot Holding,23729,99.47,Wuestenrot Bank Genussscheine 3.07313% 31/12/2006,171449,99.44,Wuestenrot and Wuerttembergische 5.3% 05/05/2004,171447,99.44,Wuestenrot and Wuerttembergische 5.3% 05/05/2004,171448,99.44,Sten,57751,99.17,Sten (Berlin),303223,99.17
"Wuhu Xinxing Ductile Iron Pipes Co., Ltd.",6930,wuhu xinxing ductile iron pipes,wuhu,Wuhu Token Science 'A',90570.0,,,Wuhu Token Science 'A',90570,99.45,Wuhu Token Science (SEC) 'A',214269,99.45,Wuhu Fuchun Dye and Weave 'A',96747,99.43,Hu Group Holdings,106648,99.12,Hu Group Holdings (Non-NASDAQ OTC),246227,99.12,Wuhan Xingtu Xinke Electronics 'A',96744,74.8,Huahui Education Group,55074,74.76,Wuhan Lincontrol Automotive Electronics 'A',90565,74.74,Wuhan Jingce Electronic Group 'A',90562,74.73,Wuhan Jingce (SEC) Electronic Group 'A',214262,74.73
Wustenrot hypotecni banka a.s.,7403,wustenrot hypotecni banka a.s.,wustenrot,,,,,Sten,57751,99.24,Sten (Berlin),303223,99.24,Ten,30895,99.18,UST,61692,99.18,UST,123911,99.18,UST (Frankfurt),297712,99.18,UST (XETRA),308924,99.18,NR Bank,60790,99.12,NR International,103098,99.12,T Bank,22692,99.06
X5 Finance B.V.,16435,x5 b.v.,x5,X5 Retail Group GDR,142063.0,X5 Retail Group GDR (Non-NASDAQ OTC) Each Repr 0.25 Shares,243251.0,X5 Retail Group GDR,142063,99.3,X5 Retail Group GDR (MIC),226150,99.3,X5 Retail Group GDR (Frankfurt),276095,99.3,X5 Retail Group GDR (Vienna Stock Exchange),276096,99.3,HSBC ESTX50 ETF,167360,99.27,Ssiam VNX50 ETF,182198,99.27,SGAM ESTXX50 ETF (Madrid),292387,99.26,X,13869,99.25,DBX2 Itrx X5T ETF (Swiss Stock Exchange),255618,99.25,X5 Retail Group GDR 144A,192147,99.24
