Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
Sinotrans Sailing Ltd,25311,Otra,20834,90,"[('Otra', 90), ('Ans', 90), ('Sino', 90), ('Sai Capital Limited', 90), (""Sinotrans Air Transportation Development 'A'"", 86), ('Pro Sailing', 86), (""Xinjiang Sailing Information Technology 'A'"", 86), ('R R Securities', 86), (""Sinotrans 'H'"", 86), ('T T', 86)]"
GREENLAND GLOBAL INVESTMENT LIMITED,25312,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Greenland', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Globa', 90), ('Global', 90), ('Gree', 90), ('Global', 90)]"
Huarong Finance Co. Ltd.,25313,AR,24258,90,"[('AR', 90), ('ARO', 90), ('INA', 90), ('NC&', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('3A Finance', 86)]"
Skyland Mining (BVI) Limited,25314,Mining Corporation,2830,90,"[('Mining Corporation', 90), ('Mining Corporation', 90), ('Sky', 90), ('Land', 90), ('Abra Mining', 86), ('AGD Mining', 86), ('Axiom Mining', 86), ('Aztec Mining', 86), ('CGA Mining', 86), ('Commonwealth Mining Investments', 86)]"
Sino-Ocean Land Treasure Finance I Limited,25315,Ocean SA,37674,90,"[('Ocean SA', 90), ('Ocean SA', 90), ('Ocean SA', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86), ('FIP EM Infu XP Omega I', 86), ('Hongkong Land', 86), ('Hyundai Finance', 86)]"
Huatai International Finance I Limited,25316,International Finance Corporation,60266,95,"[('International Finance Corporation', 95), ('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National Finance', 90), ('National', 90), ('Tern', 90), ('National', 90), ('National Finance', 90)]"
ADVANCE WISDOM INVESTMENTS LIMITED,25317,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Anchor Capital Investments Chess Depository Interest', 86), ('Babcock and Brown Environmental Investments', 86), ('Broad Investments', 86)]"
DIANJIAN HAIXING LIMITED,25318,IX,27142,90,"[('IX', 90), ('IXI', 90), ('IA', 90), ('Hai', 90), ('D&D', 86), (""Nantong Haixing Electronics 'A'"", 86), ('Nan Hai', 77), ('Aiming', 75), ('Vanjia', 75), (""Tianjin Saixiang Technology 'A'"", 73)]"
XINGTAO ASSETS LIMITED,25319,Asset Capital,202864,90,"[('Asset Capital', 90), ('Asset Capital', 90), ('Ta', 90), ('TS', 90), ('SSE', 90), ('Asset Capital', 90), ('National Mutual Life Assets of Australia', 86), ('Starlight HYR Global Real Assets Units Series A', 86), ('CLBRM Private - Real Assets', 86), ('European Energy Assets (AMS)', 86)]"
"CITIC SECURITIES FINANCE MTN CO., LTD.",25320,CIT,15964,90,"[('CIT', 90), ('INA', 90), ('ITI', 90), ('Citic', 90), ('ITI', 90), ('E&M', 90), ('E&M', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Battle MTN CDA Exchangeable', 86)]"
Double Rosy Limited,25321,SY,123167,90,"[('SY', 90), ('SY', 90), ('OS', 90), ('BL', 90), ('SY', 90), ('Double Chance Resources', 86), ('Double Eagle Entertainment Corporation', 86), ('Mamee-Double Decker (M)', 86), ('D&D', 86), ('Double Crown Resources', 86)]"
CHINA CINDA FINANCE (2014) II LIMITED,25322,Allco Finance Group,166,86,"[('Allco Finance Group', 86), ('Angy (China) Medical Chess Depository Interest', 86), ('Beneficial Finance', 86), ('China Education', 86), ('China JXY Group', 86), ('China Magnesium Corporation', 86), ('China Waste', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86)]"
STATE ELITE GLOBAL LIMITED,25323,Stat,30528,90,"[('Stat', 90), ('Globa', 90), ('Global', 90), ('Global', 90), ('Antipodes Global Investment Company', 86), ('Colonial First State Commercial Property', 86), ('Colonial First State Property Trust Group', 86), ('Consolidated Global Investments', 86), ('European Investors Global Property Trust Dead', 86), ('Evans and Partners Global Distruption Fund', 86)]"
"Huarong Finance II Co., Ltd.",25324,ARO,62656,90,"[('ARO', 90), ('INA', 90), ('China Finance Holding Company', 86), ('FI Imobiliario Tourmalet II Sen B', 86), ('North Ryde Community Finance', 86), ('Perls II Trust Perpetual Exchequer Resettable SEC', 86), ('Berkeley Capital II', 86), ('Canadian Resources Income Trust II Unit', 86), ('Connor Clark and Lunn Conservative Income Fund II Units', 86), ('Connor Clark and Lunn Global Financials Fund II', 86)]"
China Shenhua Overseas Capital Company Limited,25325,Trust Company,4284,90,"[('Trust Company', 90), ('AS Company', 90), ('Angy (China) Medical Chess Depository Interest', 86), ('Bakixanov Company', 86), ('China Education', 86), ('China JXY Group', 86), ('China Magnesium Corporation', 86), ('China Waste', 86), ('Company On', 86), ('Faulding FH&Company', 86)]"
HAITONG INTERNATIONAL FINANCE 2015 LIMITED,25326,National,222336,90,"[('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National Finance', 90), ('National', 90), ('International Finance Corporation', 90), ('National', 90), ('National Finance', 90), ('International', 90)]"
Sino-Ocean Land Treasure Finance II Limited,25327,Ocean SA,37674,90,"[('Ocean SA', 90), ('Ocean SA', 90), ('Ocean SA', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Ding Sheng XIN Finance', 86), ('Dominant Finance Inc', 86), ('Hongkong Land', 86), ('Hyundai Finance', 86), ('Indian Ocean Resources', 86)]"
HKT Capital No. 2 Limited,25328,KT,115853,90,"[('KT', 90), ('T&N', 90), ('T&N', 90), ('T&N', 90), ('KT', 90), ('Australian Masters Corporate Bond Fund Number 2', 86), ('Australian Masters Yield Fund Number 2', 86), ('Baki Ayaqqabi 2', 86), ('Baki-Broyler 2', 86), ('Bakiavtonaqlat-2', 86)]"
PB Issuer (No.4) Limited,25329,B I Incorporated,70321,90,"[('B I Incorporated', 90), ('ISS', 90), ('ISS', 90), ('Australian Masters Corporate Bond Fund Number 4', 86), ('ACM Middenstands East Opportunities No Par Value Class A (SICAV)', 86), ('Adig Investment Fondir Units No Par Value', 86), (""Alliance Atlantis Communications 'B' Non Voting Shares No Par Value"", 86), ('BIL Taiwan Premier No Par Value (SICAV)', 86), ('China Opportunities Fund Units No Par Value', 86), ('Expedite 4 Inc', 86)]"
CCCI Treasure Limited,25330,CCI,63384,90,"[('CCI', 90), ('Re Capital', 90), ('CCI', 90), ('Re Capital', 90), ('Tre', 90), ('CCC', 90), ('Treasure Island Resources', 86), ('El Goada Real State Treasure', 86), ('231 Funds Treasure Market Fund', 86), ('Inventor Funds Treasure Securities Mkta', 86)]"
Haitong International Finance Holdings 2015 Li,25331,National,222336,90,"[('National', 90), ('National', 90), ('National Finance', 90), ('National', 90), ('Holdings', 90), ('Holdings', 90), ('International Finance Corporation', 90), ('Holdings', 90), ('National', 90), ('Capital Finance Holdings', 90)]"
China Cinda Finance (2015) I Limited,25332,Angy (China) Medical Chess Depository Interest,230,86,"[('Angy (China) Medical Chess Depository Interest', 86), ('Beneficial Finance', 86), ('China Dairy Chess/Crest Depository Interest', 86), ('China Education', 86), ('China JXY Group', 86), ('China Magnesium Corporation', 86), ('China Waste', 86), ('Dominant Finance Inc', 86), ('FIP Infra-Estr BB VTRM Energ Sustentavel I', 86), ('Hyundai Finance', 86)]"
Talent Yield (Euro) Limited,25333,ENT,1607,90,"[('ENT', 90), ('Alent', 90), ('IEL', 90), ('Euro', 90), ('Australian Masters Yield Fund Number 1', 86), ('Australian Masters Yield Fund Number 2', 86), ('Australian Masters Yield Fund Number 3', 86), ('Australian Masters Yield Fund Number 5', 86), ('Advantaged Canadian High Yield Bond A', 86), ('Blumont Man Alternative Yield Fund', 86)]"
Beijing Enterprises Water Capital Investment L,25334,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Enterprise', 90), ('Investment Trust Corporation', 90), ('Enterprise', 90), ('Audant Investment', 86), ('Bounty Investment', 86), ('Brick Securities Investment Trust', 86)]"
PCCW Capital No. 5 LIMITED,25335,PCCW,97943,90,"[('PCCW', 90), ('Australian Masters Corporate Bond Fund Number 5', 86), ('Australian Masters Yield Fund Number 5', 86), ('Gevaert 5% Stock (H)', 86), ('Tamir-Tikinti-5', 86), ('ACM Middenstands East Opportunities No Par Value Class A (SICAV)', 86), ('Adig Investment Fondir Units No Par Value', 86), (""Alliance Atlantis Communications 'B' Non Voting Shares No Par Value"", 86), ('BIL Taiwan Premier No Par Value (SICAV)', 86), ('China Opportunities Fund Units No Par Value', 86)]"
COSMOS BOOM INVESTMENT LIMITED,25336,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Cosmos PLC', 90), ('Cosmo Securities', 90), ('Investment Trust Corporation', 90), ('Cosmos PLC', 90), ('Cosmos PLC', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90)]"
Start Plus Investments Ltd,25337,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Art', 90), ('Investment Trust Corporation', 90), ('NTS', 90), ('Art', 90), ('Investment Trust Corporation', 90), ('Capital Investments', 90), ('Art', 90)]"
LS Finance (2025) Limited,25338,INA,65640,90,"[('INA', 90), ('S&F Capital', 90), ('LS', 90), ('NC&', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('3A Finance', 86)]"
Fuqing Investment Management Limited,25339,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Invest', 90), ('Management Trust', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Managem', 90), ('Samsung Investment Trust Management', 88), ('Samsung Investment Trust Management', 88), ('Audant Investment', 86)]"
YONGDA INVESTMENT LIMITED,25340,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('INV', 90), ('NVE', 90), ('Antipodes Global Investment Company', 86), ('Armstrong Jones Investment Units Audi', 86)]"
CITIC Pacific Finance (2005) Limited,25341,Pacific,37846,90,"[('Pacific', 90), ('Pacific', 90), ('Citic', 90), ('Accor Asia Pacific', 86), ('Asian Pacific', 86), ('Australian Pacific Technology Dead-Merger 600818', 86), ('Beneficial Finance', 86), ('City Pacific', 86), ('Dominant Finance Inc', 86), ('Highlands Pacific', 86)]"
"Oceanwide Holdings International 2015 Co., Lim",25342,National,222336,90,"[('National', 90), ('National', 90), ('National', 90), ('Holdings', 90), ('Holdings', 90), ('Holdings', 90), ('National', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90)]"
Double Charm Limited,25343,AR,24258,90,"[('AR', 90), ('BL', 90), ('RM', 90), ('Double Chance Resources', 86), ('Double Eagle Entertainment Corporation', 86), ('Mamee-Double Decker (M)', 86), ('D&D', 86), ('Double Crown Resources', 86), ('Double-Take Software', 86), ('Flagship Tax Exempt Funds Trust Azienda Double Tax C', 86)]"
CSCI Finance (2015) Co. Ltd,25344,SCI,126931,90,"[('SCI', 90), ('INA', 90), ('SCI', 90), ('SCI', 90), ('China Finance Holding Company', 86), ('North Ryde Community Finance', 86), ('Minerva Finance and Investment', 86), ('Paramount Ventures and Finance A', 86), ('Petrobras Inernational Finance Company', 86), ('RCI Finance', 86)]"
Haitong International Finance 2014 Limited,25345,National,222336,90,"[('National', 90), ('Terna', 90), ('Inter', 90), ('National', 90), ('National Finance', 90), ('National', 90), ('International Finance Corporation', 90), ('National', 90), ('National Finance', 90), ('International', 90)]"
APEX TOP GROUP LIMITED,25346,AP,14627,90,"[('AP', 90), ('Group', 90), ('APEX Corporation', 90), ('Group', 90), ('Up', 90), ('PEX', 90), ('Group', 90), ('APEX Corporation', 90), ('Top', 90), ('APEX Corporation', 90)]"
CALC Bond 1 Limited,25347,Bond,41495,90,"[('Bond', 90), ('CA', 90), ('LC Corporation', 90), ('1 MAJ Zavrsni Rad Gradjevinarstvu', 86), ('Australian Masters Corporate Bond Fund Number 2', 86), ('Australian Masters Corporate Bond Fund Number 3', 86), ('Australian Masters Corporate Bond Fund Number 4', 86), ('Australian Masters Corporate Bond Fund Number 5', 86), ('Australian Masters Yield Fund Number 1', 86), ('Australian Master Corporation Bond FND NO4 Limited', 86)]"
Top Luxury Investment Limited,25348,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('ENT', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Top', 90), ('INV', 90), ('NVE', 90), ('Antipodes Global Investment Company', 86)]"
CICC Hong Kong Finance 2016 MTN LTD,25349,Hong Kong,119450,90,"[('Hong Kong', 90), ('Allco Finance Group', 86), ('Beneficial Finance', 86), ('Dominant Finance Inc', 86), ('Hyundai Finance', 86), ('Intermills (Finance)', 86), ('Palm Beach Finance', 86), ('Prime Finance', 86), ('Dome MTN Resources', 86), (""Hong Yuan Securities 'A'"", 86)]"
Midea Investment Development Company Limited,25350,Investment Trust Corporation,48177,90,"[('Investment Trust Corporation', 90), ('Trust Company', 90), ('Trust Invest', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('Investment Trust Corporation', 90), ('A-Cap Development', 86), ('Action Gold Development', 86), ('Alliance Oil Development', 86), ('Arthur Yates and Company', 86)]"
