Target Name,Target No.,Top Match Name,Top Match No.,Top Match Score,All Matched
"American Express Bank, FSB",22003,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('American Capital', 90), ('Security Bank', 90), ('American Capital', 90), ('American Capital', 90), ('American Capital', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
RBS Holdings USA Inc.,22004,BS,24840,90,"[('BS', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('S&U', 90), ('Corporation Holding', 90), ('Holdings', 90), ('CLS Holdings USA', 88)]"
Banca Popolare di Lodi Investor Trust III,22005,Trust Invest,4285,90,"[('Trust Invest', 90), ('Polar', 90), ('Polar', 90), ('Di Janj Holding', 86), ('Di Janj Tvornica', 86), ('Vrbas di U Stecaju', 86), ('Banco Popolare Croatia', 86), ('Berlin III AS', 86), ('Di Ejendoms Invest', 86), ('Di Klana', 86)]"
HSH Nordbank AG,22006,HSH Nordbank AG,18520,100,"[('HSH Nordbank AG', 100), ('HSH Nordbank AG', 100), ('RDB', 90), ('Security Bank', 90), ('Nord', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90)]"
DZ BANK CAPITAL FUNDING TRUST III,22007,Security Bank,200310,90,"[('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('Security Bank', 90), ('DZ Bank', 90), ('Security Bank', 90), ('AFB Bank ASC', 86)]"
ASHTON WOODS USA L.L.C.,22008,DS,34066,90,"[('DS', 90), ('S&U', 90), ('Alon USA Partners Com Units', 86), ('D&D', 86), ('Bank International Settlements BIZ USA Tranche (Limited Data)', 86), ('DCI USA', 86), ('Evos USA', 86), ('Grem USA', 86), ('Jinhua Marine Biological USA', 86), ('Lois / USA', 86)]"
"NBCUniversal Media, LLC",22009,Media Capital,94425,90,"[('Media Capital', 90), ('Universal', 90), ('Media Capital', 90), ('Media Capital', 90), ('RSA Security', 90), ('Universal', 90), ('Media Capital', 90), ('Media Capital', 90), ('Edia', 90), ('Univers', 90)]"
"Plum Creek Timberlands, L.P.",22010,Tim,114294,90,"[('Tim', 90), ('M&C', 90), ('NDS', 90), ('IMB', 90), ('CRE', 90), ('Land', 90), ('Tim', 90), ('Plum Creek Timber', 87), ('Plum Creek Timber', 87), ('Cold Creek Capital', 86)]"
Crown Americas LLC,22011,Crownamerica,64040,92,"[('Crownamerica', 92), ('AM', 90), ('Crown', 90), ('IC', 90), ('ICA AB', 90), ('AME', 90), ('CR Capital', 90), ('IC', 90), ('CAS', 90), ('Crown', 90)]"
"Macys Retail Holdings, Inc.",22012,Retail,38663,90,"[('Retail', 90), ('Holdings', 90), ('Holdings', 90), ('LDI Corporation', 90), ('Holdings', 90), ('Holdings', 90), ('Corporation Holding', 90), ('Holdings', 90), ('3Q Holdings', 86), ('Acmex Holdings', 86)]"
